name,ts_cnt,addr_id,bank_id,del_flg,address1,address2,address3,bic_code,email_id,pin_code,addr_type,city_code,lchg_time,rcre_time,addr_b2kid,cntry_code,state_code,sector_code,lchg_user_id,rcre_user_id,cust_title_code,party_identifier,addr_identification,updated_at
SEL TEXTILES LTD.,2,DCOTPY,1,N,"PLOT NO. 274, DHANDARI KHURD, G.T. ROAD,","LUDHIANA, 141014 INDIA",,,RTODI.TITEX@GMAIL.COM,,P,,2015-04-19T14:44:58,2015-03-13T13:29:17,DC155688,IN,,,CD0122,NAMRATAM,,,,2024-08-07 06:56:55.875
ICICI BANK,2,DCADBK,1,N,MUMBAI,INDIA,,,RTODI.TITEX@GMAIL.COM,,S,,2015-04-19T14:44:58,2015-03-13T13:29:17,DC155688,,,,CD0122,NAMRATAM,,,D,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2015-04-19T14:44:58,2015-03-13T13:29:17,DC155688,,,,CD0122,NAMRATAM,,,,2024-08-07 06:56:55.875
SAGAR MANUFACTURERS (P) LTD.,2,DCOTPY,1,N,"THE SAGAR, E-2/4, ARERA COLONY, OPP. HABIBGAN","RAILWAY STATION, BHOPAL-462016 (M.P) INDIA",,,RTODI.TITEX@GMAIL.COM,,S,,2015-04-23T16:25:55,2015-03-09T15:10:21,DC155666,IN,,,CD0122,SM0457,,,,2024-08-07 06:56:55.875
MASHREQ BANK,2,DCADBK,1,N,MUMBAI,INDIA,,,RTODI.TITEX@GMAIL.COM,,S,,2015-04-23T16:25:55,2015-03-09T15:10:21,DC155666,,,,CD0122,SM0457,,,D,2024-08-07 06:56:55.875
SAGAR MANUFACTURERS (P) LTD.,2,DCOTPY,1,N,"THE SAGAR, E-2/4, ARERA COLONY, OPP. HABIBGAN","RAILWAY STATION, BHOPAL-462016 (M.P) INDIA",,,RTODI.TITEX@GMAIL.COM,,P,,2015-04-23T16:25:55,2015-03-09T15:10:21,DC155666,IN,,,CD0122,SM0457,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2015-04-23T16:25:55,2015-03-09T15:10:21,DC155666,,,,CD0122,SM0457,,,,2024-08-07 06:56:55.875
SAGAR MANUFACTURERS PRIVATE LIMITED,1,DCOTPY,1,N,THE SAGAR E-2/4 ARERA COLONY OPP. HABIBGANJ,RAILWAY STATION BHOPAL -462016 (MP) INDIA,,,RTODI.TITEX@GMAIL.COM,,S,,2015-05-31T17:53:14,2015-04-08T18:35:19,DC155809,IN,,,CD0122,SM0457,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2015-05-31T17:53:14,2015-04-08T18:35:19,DC155809,,,,CD0122,SM0457,,,,2024-08-07 06:56:55.875
SAGAR MANUFACTURERS PRIVATE LIMITED,1,DCOTPY,1,N,THE SAGAR E-2/4 ARERA COLONY OPP. HABIBGANJ,RAILWAY STATION BHOPAL -462016 (MP) INDIA,,,RTODI.TITEX@GMAIL.COM,,P,,2015-05-31T17:53:14,2015-04-08T18:35:19,DC155809,IN,,,CD0122,SM0457,,,,2024-08-07 06:56:55.875
MASHREQ BANK,1,DCADBK,1,N,MUMBAI,INDIA,,,RTODI.TITEX@GMAIL.COM,,S,,2015-05-31T17:53:14,2015-04-08T18:35:19,DC155809,,,,CD0122,SM0457,,,D,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2015-06-03T16:51:59,2015-03-18T14:49:59,DC155712,,,,SATISHRS,NAMRATAM,,,,2024-08-07 06:56:55.875
ICICI BANK,2,DCADBK,1,N,MUMBAI,INDIA,,,RTODI.TITEX@GMAIL.COM,,S,,2015-06-03T16:51:59,2015-03-18T14:49:59,DC155712,,,,SATISHRS,NAMRATAM,,,D,2024-08-07 06:56:55.875
SAGAR MANUFACTURES P LTD,2,DCOTPY,1,N,"BHOPAL, INDIA",,,,RTODI.TITEX@GMAIL.COM,,P,,2015-06-03T16:51:59,2015-03-18T14:49:59,DC155712,IN,,,SATISHRS,NAMRATAM,,,,2024-08-07 06:56:55.875
SAGAR MANUFACTURES P LTD,2,DCOTPY,1,N,"BHOPAL, INDIA",,,,RTODI.TITEX@GMAIL.COM,,S,,2015-06-03T16:51:59,2015-03-18T14:49:59,DC155712,IN,,,SATISHRS,NAMRATAM,,,,2024-08-07 06:56:55.875
FUJIAN YONTHIN DIGITAL CONTROL TECHNOLOGIES C,1,DCOTPY,1,N,CHINA,,,,RTODI.TITEX@GMAIL.COM,,S,,2015-06-10T16:08:27,2015-03-24T17:58:48,DC155740,CN,,,CD0122,NAMRATAM,,,,2024-08-07 06:56:55.875
FUJIAN YONTHIN DIGITAL CONTROL TECHNOLOGIES C,1,DCOTPY,1,N,CHINA,,,,RTODI.TITEX@GMAIL.COM,,P,,2015-06-10T16:08:27,2015-03-24T17:58:48,DC155740,CN,,,CD0122,NAMRATAM,,,,2024-08-07 06:56:55.875
BANK OF CHINA,1,DCADBK,1,N,CHINA,,,,RTODI.TITEX@GMAIL.COM,,S,,2015-06-10T16:08:27,2015-03-24T17:58:48,DC155740,,,,CD0122,NAMRATAM,,,D,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2015-06-10T16:08:27,2015-03-24T17:58:48,DC155740,,,,CD0122,NAMRATAM,,,,2024-08-07 06:56:55.875
SEL TEXTILES LTD,1,DCOTPY,1,N,"PLOT NO. 274, DHANDARI KHURD, G.P ROAD","LUDHIANA-141014, INDIA",,,RTODI.TITEX@GMAIL.COM,,S,,2015-06-28T16:29:49,2015-04-16T17:08:35,DC155828,IN,,,CD0122,PRESHAA,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2015-06-28T16:29:49,2015-04-16T17:08:35,DC155828,,,,CD0122,PRESHAA,,,,2024-08-07 06:56:55.875
ICICI BANK LTD,1,DCADBK,1,N,"LUDHIANA, INDIA",,,,RTODI.TITEX@GMAIL.COM,,S,,2015-06-28T16:29:49,2015-04-16T17:08:35,DC155828,,,,CD0122,PRESHAA,,,D,2024-08-07 06:56:55.875
SEL TEXTILES LTD,1,DCOTPY,1,N,"PLOT NO. 274, DHANDARI KHURD, G.P ROAD","LUDHIANA-141014, INDIA",,,RTODI.TITEX@GMAIL.COM,,P,,2015-06-28T16:29:49,2015-04-16T17:08:35,DC155828,IN,,,CD0122,PRESHAA,,,,2024-08-07 06:56:55.875
SAGAR MANUFACTURERS PRIVATE LTD,4,DCOTPY,1,N,"""THE SAGAR"",E-2/4, ARERA COLONY,","OPP. HABIBGANJ RAILWAY STATION,BHOPAL",INDIA,,RTODI.TITEX@GMAIL.COM,,P,,2015-07-12T16:05:24,2015-04-16T15:09:00.000000,DC155822,IN,,,CD0122,PRESHAA,,,,2024-08-07 06:56:55.875
MASHREQU BANK,4,DCADBK,1,N,"COMMERCIAL BRANCH, LHO COMPLEX",BHOPAL,,,RTODI.TITEX@GMAIL.COM,,S,,2015-07-12T16:05:24,2015-04-16T15:09:00.000000,DC155822,,,,CD0122,PRESHAA,,,D,2024-08-07 06:56:55.875
SAGAR MANUFACTURERS PRIVATE LTD,4,DCOTPY,1,N,"""THE SAGAR"",E-2/4, ARERA COLONY,","OPP. HABIBGANJ RAILWAY STATION,BHOPAL",INDIA,,RTODI.TITEX@GMAIL.COM,,S,,2015-07-12T16:05:24,2015-04-16T15:09:00.000000,DC155822,IN,,,CD0122,PRESHAA,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,4,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2015-07-12T16:05:24,2015-04-16T15:09:00.000000,DC155822,,,,CD0122,PRESHAA,,,,2024-08-07 06:56:55.875
ICICI BANK,1,DCADBK,1,N,MUMBAI,INDIA,,,RTODI.TITEX@GMAIL.COM,,S,,2015-08-14T13:23:14,2015-07-22T12:58:33,DC156189,,,,SATISHRS,NAMRATAM,,,D,2024-08-07 06:56:55.875
SEL TEXTILES INDUSTRIES LTD,1,DCOTPY,1,N,"LUDHINA, INDIA",,,,RTODI.TITEX@GMAIL.COM,,S,,2015-08-14T13:23:14,2015-07-22T12:58:33,DC156189,IN,,,SATISHRS,NAMRATAM,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2015-08-14T13:23:14,2015-07-22T12:58:33,DC156189,,,,SATISHRS,NAMRATAM,,,,2024-08-07 06:56:55.875
SEL TEXTILES INDUSTRIES LTD,1,DCOTPY,1,N,"LUDHINA, INDIA",,,,RTODI.TITEX@GMAIL.COM,,P,,2015-08-14T13:23:14,2015-07-22T12:58:33,DC156189,IN,,,SATISHRS,NAMRATAM,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2015-09-08T17:12:59,2015-06-28T14:23:03,DC156081,,,,SATISHRS,NAMRATAM,,,,2024-08-07 06:56:55.875
ICICI BANK,2,DCADBK,1,N,MUMBAI,INDIA,,,RTODI.TITEX@GMAIL.COM,,S,,2015-09-08T17:12:59,2015-06-28T14:23:03,DC156081,,,,SATISHRS,NAMRATAM,,,D,2024-08-07 06:56:55.875
WINSOME TEXTILES INDUSTRIES LTD,2,DCOTPY,1,N,"SCO 191-192,SECTOR 34A",CHANDIGARH-160022,INDIA,,RTODI.TITEX@GMAIL.COM,,S,,2015-09-08T17:12:59,2015-06-28T14:23:03,DC156081,IN,,,SATISHRS,NAMRATAM,,,,2024-08-07 06:56:55.875
WINSOME TEXTILES INDUSTRIES LTD,2,DCOTPY,1,N,"SCO 191-192,SECTOR 34A",CHANDIGARH-160022,INDIA,,RTODI.TITEX@GMAIL.COM,,P,,2015-09-08T17:12:59,2015-06-28T14:23:03,DC156081,IN,,,SATISHRS,NAMRATAM,,,,2024-08-07 06:56:55.875
COMMERZE,1,DCADBK,1,N,FRANKFURT,,,,UAGRAWAL@MOS.COM.NP,,S,,2015-09-22T17:39:05,2015-09-09T17:36:30,DC156445,,,,SATISHRS,PRATINAP,,,D,2024-08-07 06:56:55.875
DR MACH GMBH & CO.,1,DCOTPY,1,N,GERMANY,,,,UAGRAWAL@MOS.COM.NP,,S,,2015-09-22T17:39:05,2015-09-09T17:36:30,DC156445,DE,,,SATISHRS,PRATINAP,,,,2024-08-07 06:56:55.875
BIOMED INTERNATIONAL PVT LTD,1,DCOUPY,1,N,KAMALADI,,,,UAGRAWAL@MOS.COM.NP,,S,,2015-09-22T17:39:05,2015-09-09T17:36:30,DC156445,,,,SATISHRS,PRATINAP,,,,2024-08-07 06:56:55.875
DR MACH GMBH & CO.,1,DCOTPY,1,N,GERMANY,,,,UAGRAWAL@MOS.COM.NP,,P,,2015-09-22T17:39:05,2015-09-09T17:36:30,DC156445,DE,,,SATISHRS,PRATINAP,,,,2024-08-07 06:56:55.875
SRI BHAGIRATH TEXTILES LIMITED,1,DCOTPY,1,N,SARVODAYA CLOTH MARKET,GANDHIBAGH,NAGPUR-440002 ( INDIA),,RTODI.TITEX@GMAIL.COM,,P,,2015-12-13T14:12:33,2015-10-30T14:02:34,DC156631,IN,,,PRADHUMNAN,SG1409,,,,2024-08-07 06:56:55.875
STANDARD CHARTERED BANK,1,DCADBK,1,N,INDIA,,,,RTODI.TITEX@GMAIL.COM,,S,,2015-12-13T14:12:33,2015-10-30T14:02:34,DC156631,,,,PRADHUMNAN,SG1409,,,D,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2015-12-13T14:12:33,2015-10-30T14:02:34,DC156631,,,,PRADHUMNAN,SG1409,,,,2024-08-07 06:56:55.875
SRI BHAGIRATH TEXTILES LIMITED,1,DCOTPY,1,N,SARVODAYA CLOTH MARKET,GANDHIBAGH,NAGPUR-440002 ( INDIA),,RTODI.TITEX@GMAIL.COM,,S,,2015-12-13T14:12:33,2015-10-30T14:02:34,DC156631,IN,,,PRADHUMNAN,SG1409,,,,2024-08-07 06:56:55.875
ICICI BANK,0,DCADBK,1,N,INDIA,,,,RTODI.TITEX@GMAIL.COM,,S,,2016-01-10T17:15:56,2016-01-10T17:15:56,DC166927,,,,SG1409,SG1409,,,D,2024-08-07 06:56:55.875
CHIRANJILAL SPINNERS (P) LTD,0,DCOTPY,1,N,BRINDAVAN ROAD 1ST CROSS,"FAIRLANDS, SALEM-636016",INDIA,,RTODI.TITEX@GMAIL.COM,,S,,2016-01-10T17:15:56,2016-01-10T17:15:56,DC166927,IN,,,SG1409,SG1409,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,0,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2016-01-10T17:15:56,2016-01-10T17:15:56,DC166927,,,,SG1409,SG1409,,,,2024-08-07 06:56:55.875
CHIRANJILAL SPINNERS (P) LTD,0,DCOTPY,1,N,BRINDAVAN ROAD 1ST CROSS,"FAIRLANDS, SALEM-636016",INDIA,,RTODI.TITEX@GMAIL.COM,,P,,2016-01-10T17:15:56,2016-01-10T17:15:56,DC166927,IN,,,SG1409,SG1409,,,,2024-08-07 06:56:55.875
ICICI BANK,1,DCADBK,1,N,MUMBAI,INDIA,,,RTODI.TITEX@GMAIL.COM,,S,,2016-01-20T17:19:14,2015-11-05T14:08:18,DC156648,,,,CD0122,PRESHAA,,,D,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2016-01-20T17:19:14,2015-11-05T14:08:18,DC156648,,,,CD0122,PRESHAA,,,,2024-08-07 06:56:55.875
JAKSON LIMITED,1,DCOTPY,1,N,"DELHI, INDIA",,,,RTODI.TITEX@GMAIL.COM,,P,,2016-01-20T17:19:14,2015-11-05T14:08:18,DC156648,IN,,,CD0122,PRESHAA,,,,2024-08-07 06:56:55.875
JAKSON LIMITED,1,DCOTPY,1,N,"DELHI, INDIA",,,,RTODI.TITEX@GMAIL.COM,,S,,2016-01-20T17:19:14,2015-11-05T14:08:18,DC156648,IN,,,CD0122,PRESHAA,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2016-01-24T13:21:22,2015-12-02T13:06:43,DC156722,,,,PRADHUMNAN,SG1409,,,,2024-08-07 06:56:55.875
MASHREQ BANK,2,DCADBK,1,N,"MUMBAI, INDIA",,,,RTODI.TITEX@GMAIL.COM,,S,,2016-01-24T13:21:22,2015-12-02T13:06:43,DC156722,,,,PRADHUMNAN,SG1409,,,D,2024-08-07 06:56:55.875
SRI BHAGIRATH TEXTILES LIMITED,2,DCOTPY,1,N,"SARVODAYA CLOTH MARKET, GANDHIBAGH","NAGPUR, INDIA",,,RTODI.TITEX@GMAIL.COM,,S,,2016-01-24T13:21:22,2015-12-02T13:06:43,DC156722,IN,,,PRADHUMNAN,SG1409,,,,2024-08-07 06:56:55.875
SRI BHAGIRATH TEXTILES LIMITED,2,DCOTPY,1,N,"SARVODAYA CLOTH MARKET, GANDHIBAGH","NAGPUR, INDIA",,,RTODI.TITEX@GMAIL.COM,,P,,2016-01-24T13:21:22,2015-12-02T13:06:43,DC156722,IN,,,PRADHUMNAN,SG1409,,,,2024-08-07 06:56:55.875
SPENTEX INDUSTRIES LIMITED,1,DCOTPY,1,N,"OKHLA INDUSTRIAL AREA, PHASE II",NEW DELHI - 110020,INDIA,,RTODI.TITEX@GMAIL.COM,,P,,2016-01-29T15:37:23,2015-12-27T15:59:11,DC156825,IN,,,PRADHUMNAN,SG1409,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2016-01-29T15:37:23,2015-12-27T15:59:11,DC156825,,,,PRADHUMNAN,SG1409,,,,2024-08-07 06:56:55.875
ICICI BANK,1,DCADBK,1,N,INDIA,,,,RTODI.TITEX@GMAIL.COM,,S,,2016-01-29T15:37:23,2015-12-27T15:59:11,DC156825,,,,PRADHUMNAN,SG1409,,,D,2024-08-07 06:56:55.875
SPENTEX INDUSTRIES LIMITED,1,DCOTPY,1,N,"OKHLA INDUSTRIAL AREA, PHASE II",NEW DELHI - 110020,INDIA,,RTODI.TITEX@GMAIL.COM,,S,,2016-01-29T15:37:23,2015-12-27T15:59:11,DC156825,IN,,,PRADHUMNAN,SG1409,,,,2024-08-07 06:56:55.875
WINSOME TEXTILES INDUSTRIES LTD,1,DCOTPY,1,N,"SCO 191-192,SECTOR 34A",CHANDIGARH-160022,INDIA,,RTODI.TITEX@GMAIL.COM,,P,,2016-02-26T15:19:18,2015-12-20T15:05:49,DC156785,IN,,,CD0122,PRESHAA,,,,2024-08-07 06:56:55.875
ICICI BANK,1,DCADBK,1,N,MUMBAI,INDIA,,,RTODI.TITEX@GMAIL.COM,,S,,2016-02-26T15:19:18,2015-12-20T15:05:49,DC156785,,,,CD0122,PRESHAA,,,D,2024-08-07 06:56:55.875
WINSOME TEXTILES INDUSTRIES LTD,1,DCOTPY,1,N,"SCO 191-192,SECTOR 34A",CHANDIGARH-160022,INDIA,,RTODI.TITEX@GMAIL.COM,,S,,2016-02-26T15:19:18,2015-12-20T15:05:49,DC156785,IN,,,CD0122,PRESHAA,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2016-02-26T15:19:18,2015-12-20T15:05:49,DC156785,,,,CD0122,PRESHAA,,,,2024-08-07 06:56:55.875
CHIRANJILAL SPINNERS (P) LTD,1,DCOTPY,1,N,BRINDAVAN ROAD 1ST CROSS,"FAIRLANDS, SALEM-636016",INDIA,,RTODI.TITEX@GMAIL.COM,,S,,2016-02-28T17:53:58,2016-01-12T17:47:05,DC166940,IN,,,CD0122,SG1409,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2016-02-28T17:53:58,2016-01-12T17:47:05,DC166940,,,,CD0122,SG1409,,,,2024-08-07 06:56:55.875
ICICI BANK,1,DCADBK,1,N,INDIA,,,,RTODI.TITEX@GMAIL.COM,,S,,2016-02-28T17:53:58,2016-01-12T17:47:05,DC166940,,,,CD0122,SG1409,,,D,2024-08-07 06:56:55.875
CHIRANJILAL SPINNERS (P) LTD,1,DCOTPY,1,N,BRINDAVAN ROAD 1ST CROSS,"FAIRLANDS, SALEM-636016",INDIA,,RTODI.TITEX@GMAIL.COM,,P,,2016-02-28T17:53:58,2016-01-12T17:47:05,DC166940,IN,,,CD0122,SG1409,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2016-03-02T14:26:52,2015-12-31T15:20:06,DC156866,,,,CD0122,SG1409,,,,2024-08-07 06:56:55.875
SRI BHAGIRATH TEXTILES LIMITED,2,DCOTPY,1,N,SARVODAYA CLOTH MARKET,"GANDHIBAGH, INDIA",,,RTODI.TITEX@GMAIL.COM,,P,,2016-03-02T14:26:52,2015-12-31T15:20:06,DC156866,IN,,,CD0122,SG1409,,,,2024-08-07 06:56:55.875
ICICI BANK,2,DCADBK,1,N,INDIA,,,,RTODI.TITEX@GMAIL.COM,,S,,2016-03-02T14:26:52,2015-12-31T15:20:06,DC156866,,,,CD0122,SG1409,,,D,2024-08-07 06:56:55.875
SRI BHAGIRATH TEXTILES LIMITED,2,DCOTPY,1,N,SARVODAYA CLOTH MARKET,"GANDHIBAGH, INDIA",,,RTODI.TITEX@GMAIL.COM,,S,,2016-03-02T14:26:52,2015-12-31T15:20:06,DC156866,IN,,,CD0122,SG1409,,,,2024-08-07 06:56:55.875
"ICICI BANK, INDIA",3,DCADBK,1,N,INDIA,,,,RTODI.TITEX@GMAIL.COM,,S,,2016-03-04T14:48:18,2015-12-27T16:22:55,DC156826,,,,CD0122,SG1409,,,D,2024-08-07 06:56:55.875
AVANI TEXTILES LIMITED,3,DCOTPY,1,N,PATIALA ROAD SANGRUR (PB),INDIA,,,RTODI.TITEX@GMAIL.COM,,S,,2016-03-04T14:48:18,2015-12-27T16:22:55,DC156826,IN,,,CD0122,SG1409,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,3,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2016-03-04T14:48:18,2015-12-27T16:22:55,DC156826,,,,CD0122,SG1409,,,,2024-08-07 06:56:55.875
AVANI TEXTILES LIMITED,3,DCOTPY,1,N,PATIALA ROAD SANGRUR (PB),INDIA,,,RTODI.TITEX@GMAIL.COM,,P,,2016-03-04T14:48:18,2015-12-27T16:22:55,DC156826,IN,,,CD0122,SG1409,,,,2024-08-07 06:56:55.875
ICICI BANK LIMITED,1,DCADBK,1,N,INDIA,,,,RTODI.TITEX@GMAIL.COM,,S,,2016-03-11T13:16:51,2016-01-31T12:27:20,DC167052,,,,PRADHUMNAN,SG1409,,,D,2024-08-07 06:56:55.875
KAURSAIN SPINNERS LIMITED,1,DCOTPY,1,N,LUDHIANA-141421,INDIA,,,RTODI.TITEX@GMAIL.COM,,P,,2016-03-11T13:16:51,2016-01-31T12:27:20,DC167052,IN,,,PRADHUMNAN,SG1409,,,,2024-08-07 06:56:55.875
KAURSAIN SPINNERS LIMITED,1,DCOTPY,1,N,LUDHIANA-141421,INDIA,,,RTODI.TITEX@GMAIL.COM,,S,,2016-03-11T13:16:51,2016-01-31T12:27:20,DC167052,IN,,,PRADHUMNAN,SG1409,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2016-03-11T13:16:51,2016-01-31T12:27:20,DC167052,,,,PRADHUMNAN,SG1409,,,,2024-08-07 06:56:55.875
ICICI BANK LIMITED,1,DCADBK,1,N,INDIA,,,,RTODI.TITEX@GMAIL.COM,,S,,2016-03-13T18:17:54,2016-01-31T13:11:41,DC167053,,,,CD0122,SG1409,,,D,2024-08-07 06:56:55.875
SAGAR MANUFACTURERS PRIVATE LIMITED,1,DCOTPY,1,N,BHOPAL-462016,INDIA,,,RTODI.TITEX@GMAIL.COM,,S,,2016-03-13T18:17:54,2016-01-31T13:11:41,DC167053,IN,,,CD0122,SG1409,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2016-03-13T18:17:54,2016-01-31T13:11:41,DC167053,,,,CD0122,SG1409,,,,2024-08-07 06:56:55.875
SAGAR MANUFACTURERS PRIVATE LIMITED,1,DCOTPY,1,N,BHOPAL-462016,INDIA,,,RTODI.TITEX@GMAIL.COM,,P,,2016-03-13T18:17:54,2016-01-31T13:11:41,DC167053,IN,,,CD0122,SG1409,,,,2024-08-07 06:56:55.875
BIOMED INTERNATIONAL PVT LTD,2,DCOUPY,1,N,KAMALADI,,,,UAGRAWAL@MOS.COM.NP,,S,,2016-03-15T19:00:46,2015-12-29T18:43:40,DC156859,,,,CD0122,PRESHAA,,,,2024-08-07 06:56:55.875
JT TECHNOLOGY (HONG KONG) CO. LTD,2,DCOTPY,1,N,KONGKONG,,,,UAGRAWAL@MOS.COM.NP,,S,,2016-03-15T19:00:46,2015-12-29T18:43:40,DC156859,HK,,,CD0122,PRESHAA,,,,2024-08-07 06:56:55.875
"STANDARD CHARTERED BANK  LIMITED,",2,DCADBK,1,N,HONG KONG,,,,UAGRAWAL@MOS.COM.NP,,S,,2016-03-15T19:00:46,2015-12-29T18:43:40,DC156859,,,,CD0122,PRESHAA,,,D,2024-08-07 06:56:55.875
JT TECHNOLOGY (HONG KONG) CO. LTD,2,DCOTPY,1,N,KONGKONG,,,,UAGRAWAL@MOS.COM.NP,,P,,2016-03-15T19:00:46,2015-12-29T18:43:40,DC156859,HK,,,CD0122,PRESHAA,,,,2024-08-07 06:56:55.875
ICICI BANK,2,DCADBK,1,N,INDIA,,,,RTODI.TITEX@GMAIL.COM,,S,,2016-03-16T13:26:36,2016-01-10T16:30:34,DC166926,,,,CD0122,SG1409,,,D,2024-08-07 06:56:55.875
AVANI TEXTILES LIMITED,2,DCOTPY,1,N,"VILL BRINDRAN, PATIALA ROAD",SANGRUR (PB),INDIA,,RTODI.TITEX@GMAIL.COM,,S,,2016-03-16T13:26:36,2016-01-10T16:30:34,DC166926,IN,,,CD0122,SG1409,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,2,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2016-03-16T13:26:36,2016-01-10T16:30:34,DC166926,,,,CD0122,SG1409,,,,2024-08-07 06:56:55.875
AVANI TEXTILES LIMITED,2,DCOTPY,1,N,"VILL BRINDRAN, PATIALA ROAD",SANGRUR (PB),INDIA,,RTODI.TITEX@GMAIL.COM,,P,,2016-03-16T13:26:36,2016-01-10T16:30:34,DC166926,IN,,,CD0122,SG1409,,,,2024-08-07 06:56:55.875
ICICI BANK LIMITED,1,DCADBK,1,N,INDIA,,,,RTODI.TITEX@GMAIL.COM,,S,,2016-04-08T11:39:54,2016-02-05T15:38:49,DC167097,,,,PRADHUMNAN,SG1409,,,D,2024-08-07 06:56:55.875
SEL TEXTILES LTD,1,DCOTPY,1,N,LUDHIANA-141014,INDIA,,,RTODI.TITEX@GMAIL.COM,,S,,2016-04-08T11:39:54,2016-02-05T15:38:49,DC167097,IN,,,PRADHUMNAN,SG1409,,,,2024-08-07 06:56:55.875
RAJAT KNITWEARS,1,DCOUPY,1,N,.,.,,,RTODI.TITEX@GMAIL.COM,,S,,2016-04-08T11:39:54,2016-02-05T15:38:49,DC167097,,,,PRADHUMNAN,SG1409,,,,2024-08-07 06:56:55.875
SEL TEXTILES LTD,1,DCOTPY,1,N,LUDHIANA-141014,INDIA,,,RTODI.TITEX@GMAIL.COM,,P,,2016-04-08T11:39:54,2016-02-05T15:38:49,DC167097,IN,,,PRADHUMNAN,SG1409,,,,2024-08-07 06:56:55.875
NEPAL TELECOM,3,DCOUPY,1,N,KTM,,,,,,S,,2016-04-12T17:54:49,2015-10-11T17:06:52,DC156598,,,,CD0122,SM0457,,,,2024-08-07 06:56:55.875
MACHHAPUCHCHRE BANK LTD.,3,DCADBK,1,N,BIRATNAGAR BRANCH,,,,,,S,,2016-04-12T17:54:49,2015-10-11T17:06:52,DC156598,,,,CD0122,SM0457,,,D,2024-08-07 06:56:55.875
MAINAWATI STEEL INDUSTRIES PVT. LTD.,3,DCOTPY,1,N,"PO BOX 3127, TRADE TOWER 7TH FLOOR KATHMNADU",NEPAL,,,,,S,,2016-04-12T17:54:49,2015-10-11T17:06:52,DC156598,NP,,,CD0122,SM0457,,,,2024-08-07 06:56:55.875
MAINAWATI STEEL INDUSTRIES PVT. LTD.,3,DCOTPY,1,N,"PO BOX 3127, TRADE TOWER 7TH FLOOR KATHMNADU",NEPAL,,,,,P,,2016-04-12T17:54:49,2015-10-11T17:06:52,DC156598,NP,,,CD0122,SM0457,,,,2024-08-07 06:56:55.875
