text,ts_cnt,bank_id,del_flg,text_id,func_code,lchg_time,module_id,rcre_time,text_type,lchg_user_id,rcre_user_id,entity_cre_flg,updated_at
AT SIGHT,0,1,N,DC145097,,2015-01-28T13:28:51,DOCCR,2014-11-18T12:56:56,E,CD0122,NAMRATAM,Y,2024-08-07 06:57:06.300
30/1 KARDED WAXED Z TWIST COTTON YARNTOTAL QTY: 23587.20TOTAL AMT: INR 3844713.60HS CODE: 5205.13.10,0,1,N,DC145195,,2015-01-28T13:29:03,DOCCR,2014-12-08T15:33:33,G,CD0122,SM0457,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC145195,,2015-01-28T13:29:03,DOCCR,2014-12-08T15:33:33,E,CD0122,SM0457,Y,2024-08-07 06:57:06.300
"COTTON YARN  FOR KARDED KNITTINGTOTAL AMT: INR3,561,667.20TOTAL QTY: 23,587.20HS CODE: 5206.12.00",0,1,N,DC145126,,2015-02-05T16:11:31,DOCCR,2014-11-23T14:40:30,G,CD0122,NAMRATAM,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC145126,,2015-02-05T16:11:31,DOCCR,2014-11-23T14:40:30,E,CD0122,NAMRATAM,Y,2024-08-07 06:57:06.300
"OPERATING TABLETOTAL AMT: USD 23,440TOTAL QTY: 4 UNITSHARMONIC CODE: 9402.90.11",0,1,N,DC145270,,2015-02-25T17:05:17,DOCCR,2014-12-26T12:05:11,G,CD0122,PRATINAP,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC145270,,2015-02-25T17:05:17,DOCCR,2014-12-26T12:05:11,E,CD0122,PRATINAP,Y,2024-08-07 06:57:06.300
"NE 30/1 100% COTTON YARN FOR KARDEDTOTAL QTY: 23587.20TOTAL AMT: INR 3,821,126.40HS CODE: 5205.13.10",0,1,N,DC155323,,2015-02-26T17:20:58,DOCCR,2015-01-04T16:09:57,G,CD0122,SM0457,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC155323,,2015-02-26T17:20:58,DOCCR,2015-01-04T16:09:57,E,CD0122,SM0457,Y,2024-08-07 06:57:06.300
"NE 30/1 100% COTTON CARDED KINITTING YARNTOTAL QTY: 11700  KGTOTAL AMT: INR 1,860,300.00HS CODE: 5205.13.10",0,1,N,DC155567,,2015-03-31T13:37:35,DOCCR,2015-02-20T15:04:12,G,CD0122,ABHISHEKS,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC155567,,2015-03-31T13:37:35,DOCCR,2015-02-20T15:04:12,E,CD0122,ABHISHEKS,Y,2024-08-07 06:57:06.300
"NE 30/1 100% COTTON YARN FOR KARDEDTOTAL QTY: 23567.20 KGTOTAL AMT: INR 3,773,952.00HS CODE: 5205.13.10",0,1,N,DC155566,,2015-04-13T18:39:37,DOCCR,2015-02-20T14:58:22,G,CD0122,ABHISHEKS,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC155566,,2015-04-13T18:39:37,DOCCR,2015-02-20T14:58:22,E,CD0122,ABHISHEKS,Y,2024-08-07 06:57:06.300
"NE 30/1 100% COTTON YARN FOR KARDED KNITTINGTOTAL QTY: 23587.20 KGTOTAL AMT: INR 3,773,952.00HS CODE: 5205.13.10",0,1,N,DC155688,,2015-04-19T14:50:21,DOCCR,2015-03-13T13:29:17,G,CD0122,NAMRATAM,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC155688,,2015-04-19T14:50:21,DOCCR,2015-03-13T13:29:17,E,CD0122,NAMRATAM,Y,2024-08-07 06:57:06.300
100% COTTON CARDED KNITTING YARNTOTAL QTY: 23400 KGSTOTAL AMT: INR 3744000HS CODE: 5205.13.10,0,1,N,DC155666,,2015-04-23T16:36:39,DOCCR,2015-03-09T15:10:21,G,CD0122,SM0457,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC155666,,2015-04-23T16:36:39,DOCCR,2015-03-09T15:10:21,E,CD0122,SM0457,Y,2024-08-07 06:57:06.300
100% COTTON CARDED KNITTING YARNTOTAL QTY: 11700 KGSTOTAL AMT: INR 1872000HS CODE: 5205.13.10,0,1,N,DC155809,,2015-05-31T17:57:51,DOCCR,2015-04-08T18:35:19,G,CD0122,SM0457,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC155809,,2015-05-31T17:57:51,DOCCR,2015-04-08T18:35:19,E,CD0122,SM0457,Y,2024-08-07 06:57:06.300
"NE 30/1 100% COTTON CARDED KNITTING YARNTOTAL QTY: 23,400.00 KGSTOTAL AMT: INR 3,744,000.00HS CODE: 5205.13.10",0,1,N,DC155712,,2015-06-03T16:51:59,DOCCR,2015-03-18T14:49:59,G,SATISHRS,NAMRATAM,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC155712,,2015-06-03T16:51:59,DOCCR,2015-03-18T14:49:59,E,SATISHRS,NAMRATAM,Y,2024-08-07 06:57:06.300
"HIGH SPEED CIRCULAR KNITTING MACHINETOTAL QTY: 3 UNITSTOTAL AMT: USD 66,100.00HS CODE:8447.90.00",0,1,N,DC155740,,2015-06-10T16:09:25,DOCCR,2015-03-24T17:58:48,G,CD0122,NAMRATAM,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC155740,,2015-06-10T16:09:25,DOCCR,2015-03-24T17:58:48,E,CD0122,NAMRATAM,Y,2024-08-07 06:57:06.300
"NE 30/1,100% COTTON YARN FOR KARDED KNITTINGTOTAL QTY: 11793.60 KGSTOTAL AMOUNT: INR 1981324.80HS CODE: 5205.13.10",0,1,N,DC155828,,2015-06-28T16:32:21,DOCCR,2015-04-16T17:08:35,G,CD0122,PRESHAA,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC155828,,2015-06-28T16:32:21,DOCCR,2015-04-16T17:08:35,E,CD0122,PRESHAA,Y,2024-08-07 06:57:06.300
NE 30'S 100% COTTON CARDED KNITTING YARNTOTAL QTY: 16099.20 KGSTOTAL AMOUNT: INR 2624169.60HS CODE: 5205.13.10,0,1,N,DC155822,,2015-07-12T16:09:30,DOCCR,2015-04-16T15:09:00.000000,G,CD0122,PRESHAA,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC155822,,2015-07-12T16:09:30,DOCCR,2015-04-16T15:09:00.000000,E,CD0122,PRESHAA,Y,2024-08-07 06:57:06.300
"NE 20/1 COTTON YARN FOR KARDED KNITTINGTOTAL QTY: 11, 793.60 KGSTOTAL AMOUNT: INR 1,745,452.80HS CODE: 5205.12.10",0,1,N,DC156189,,2015-08-14T13:23:53,DOCCR,2015-07-22T12:58:33,G,SATISHRS,NAMRATAM,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC156189,,2015-08-14T13:23:53,DOCCR,2015-07-22T12:58:33,E,SATISHRS,NAMRATAM,Y,2024-08-07 06:57:06.300
"NE 20/1 COTTONVISCOSE(85/15) GREY MELANGE YARN FOR KNITTOTAL QTY: 12,000.00 KGSTOTAL AMOUNT: INR 2,572,500.00HS CODE: 5205.22.90",0,1,N,DC156081,,2015-09-08T17:13:00.000000,DOCCR,2015-06-28T14:23:03,G,SATISHRS,NAMRATAM,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC156081,,2015-09-08T17:13:00.000000,DOCCR,2015-06-28T14:23:03,E,SATISHRS,NAMRATAM,Y,2024-08-07 06:57:06.300
"OT EQUIPMENTSTOTAL AMT:7 UNITSTOTAL AMOUNT:EUR 30,693.93H.S. CODE:9018.49.00/8525.80.00",0,1,N,DC156445,,2015-09-22T17:39:46,DOCCR,2015-09-09T17:36:30,G,SATISHRS,PRATINAP,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC156445,,2015-09-22T17:39:46,DOCCR,2015-09-09T17:36:30,E,SATISHRS,PRATINAP,Y,2024-08-07 06:57:06.300
NE 30'S 100% COTTON YARNQTY: 12020.00KGSAMT: INR 1839060.00HARMONIC CODE: 5205.12.10,0,1,N,DC156631,,2015-12-13T16:27:50,DOCCR,2015-10-30T14:02:34,G,PRADHUMNAN,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC156631,,2015-12-13T16:27:50,DOCCR,2015-10-30T14:02:34,E,PRADHUMNAN,SG1409,Y,2024-08-07 06:57:06.300
"NE 30/1 - 100% VISCOSE (ARTIFICIAL STAPLE FIBER YARN)QTY: 4800.00 KGSAMT: USD 12,720.00H.S. CODE: 5510.11.10",0,1,N,DC166927,,2016-01-10T18:44:12,DOCCR,2016-01-10T17:15:56,G,CD0122,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC166927,,2016-01-10T18:44:12,DOCCR,2016-01-10T17:15:56,E,CD0122,SG1409,Y,2024-08-07 06:57:06.300
"200KVA, 415V SILENT ELECTRIC GENERATING SETTOTAL QTY: 1 NOSTOTAL AMOUNT: INR 951000HS CODE: 8502.12.00",0,1,N,DC156648,,2016-01-20T17:19:44,DOCCR,2015-11-05T14:08:18,G,CD0122,PRESHAA,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC156648,,2016-01-20T17:19:44,DOCCR,2015-11-05T14:08:18,E,CD0122,PRESHAA,Y,2024-08-07 06:57:06.300
"NE 30'S 100 % COTTON YARNQTY: 24040.80 KGSAMT: INR 3,666,222.00H.S. CODE: 5205.13.10",0,1,N,DC156722,,2016-01-24T13:23:30,DOCCR,2015-12-02T13:06:43,G,PRADHUMNAN,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC156722,,2016-01-24T13:23:30,DOCCR,2015-12-02T13:06:43,E,PRADHUMNAN,SG1409,Y,2024-08-07 06:57:06.300
"NE 30/1 POL/COT12/88 HOS YARN NE LANGEQTY: 12000.00 KGAMT: INR 2,080,800.00H.S. CODE: 5205.23.10",0,1,N,DC156825,,2016-01-29T15:38:43,DOCCR,2015-12-27T15:59:11,G,PRADHUMNAN,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC156825,,2016-01-29T15:38:43,DOCCR,2015-12-27T15:59:11,E,PRADHUMNAN,SG1409,Y,2024-08-07 06:57:06.300
"NE 20/1 COTTONVISCOSE(85/15) GREY MILANGE DYEDTOTAL QTY: 12,420.00 KGSTOTAL AMOUNT: INR 2,413,800.00HS CODE: 5205.22.90  5205.23.90",0,1,N,DC156785,,2016-02-26T15:22:23,DOCCR,2015-12-20T15:05:49,G,CD0122,PRESHAA,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC156785,,2016-02-26T15:22:23,DOCCR,2015-12-20T15:05:49,E,CD0122,PRESHAA,Y,2024-08-07 06:57:06.300
"NE 30/1 - 100% VISCOSE (ARTIFICIAL STAPLE FIBER YARN)QTY: 4800.00 KGSAMT: USD 12,720.00H.S. CODE: 5510.11.10",0,1,N,DC166940,,2016-02-28T17:55:14,DOCCR,2016-01-12T17:47:05,G,CD0122,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC166940,,2016-02-28T17:55:14,DOCCR,2016-01-12T17:47:05,E,CD0122,SG1409,Y,2024-08-07 06:57:06.300
"NE 20'S CARDED 100% COTTON YARNQTY: 24040.80 KGSAMT: INR 3,461,875.00H.S. CODE: 5205.12.10",0,1,N,DC156866,,2016-03-02T14:27:47,DOCCR,2015-12-31T15:20:06,G,CD0122,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC156866,,2016-03-02T14:27:47,DOCCR,2015-12-31T15:20:06,E,CD0122,SG1409,Y,2024-08-07 06:57:06.300
"NE 30/1 100% COTTON CARDED YARN FOR KNITTINGQTY: 23587.20 KGSAMT: INR 3,679,603.20H.S. CODE: 5205.13.10",0,1,N,DC156826,,2016-03-04T14:48:43,DOCCR,2015-12-27T16:22:55,G,CD0122,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC156826,,2016-03-04T14:48:43,DOCCR,2015-12-27T16:22:55,E,CD0122,SG1409,Y,2024-08-07 06:57:06.300
"NE 1/30 100% COTTON YARNQTY: 12000.00 KGSAMT: INR 1,908,000.00H.S. CODE: 5205.12.10",0,1,N,DC167052,,2016-03-11T13:24:02,DOCCR,2016-01-31T12:27:20,G,PRADHUMNAN,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC167052,,2016-03-11T13:24:02,DOCCR,2016-01-31T12:27:20,E,PRADHUMNAN,SG1409,Y,2024-08-07 06:57:06.300
NE 30'S 100% COTTON COMBED KNITING YARNQTY: 7956.00 KGSAMT: INR 1372410.00H.S. CODE: 5205.23.10,0,1,N,DC167053,,2016-03-13T18:18:48,DOCCR,2016-01-31T13:11:41,G,CD0122,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC167053,,2016-03-13T18:18:48,DOCCR,2016-01-31T13:11:41,E,CD0122,SG1409,Y,2024-08-07 06:57:06.300
TRUSCOPE II PATIENT ONITOR DIGITAL WITH ALL STANDARDTOTAL AMT: USD 49750TOTAL QTY: 45 UNITSHARMONIC CODE: 9018.19.30,0,1,N,DC156859,,2016-03-15T19:02:37,DOCCR,2015-12-29T18:43:40,G,CD0122,PRESHAA,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC156859,,2016-03-15T19:02:37,DOCCR,2015-12-29T18:43:40,E,CD0122,PRESHAA,Y,2024-08-07 06:57:06.300
"NE 30/1 100% COTTON CARDED YARN FOR KNITTINGQTY: 23587.20 KGSAMT: INR 3,738,571.20H.S. CODE: 5205.13.10",0,1,N,DC166926,,2016-03-16T13:26:36,DOCCR,2016-01-10T16:30:34,G,CD0122,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC166926,,2016-03-16T13:26:36,DOCCR,2016-01-10T16:30:34,E,CD0122,SG1409,Y,2024-08-07 06:57:06.300
30/1 100% COTTON CARDED YARNQTY: 13587.20AMT: INR 3750364.80H.S. CODE: 5205.13.10,0,1,N,DC167097,,2016-04-08T11:46:11,DOCCR,2016-02-05T15:38:49,G,PRADHUMNAN,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC167097,,2016-04-08T11:46:11,DOCCR,2016-02-05T15:38:49,E,PRADHUMNAN,SG1409,Y,2024-08-07 06:57:06.300
"MICROSCOPE, MOBILE FLOOR STAND, POWER CABLE, BEAM SPLITQTY: 11 PCSAMT: EURO 39505HS CODE: 9011.10.90, 9011.90.00",0,1,N,DC167233,,2016-04-26T17:01:30,DOCCR,2016-03-02T12:30:59,G,CD0122,RG1310,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC167233,,2016-04-26T17:01:30,DOCCR,2016-03-02T12:30:59,E,CD0122,RG1310,Y,2024-08-07 06:57:06.300
COTTON KNITTING YARNTOTAL QTY.: 11341 KGSTOTAL AMT.: INR 2008477.50H.S. CODE: 5205.23.10,0,1,N,DC167403,,2016-05-02T17:22:11,DOCCR,2016-03-30T14:06:19,G,SATISHRS,PRADHUMNAN,Y,2024-08-07 06:57:06.300
,0,1,N,DC167403,,2016-05-02T17:22:11,DOCCR,2016-03-30T14:06:19,E,SATISHRS,PRADHUMNAN,Y,2024-08-07 06:57:06.300
COTTAN YARNQTY: 12020.40 KGSAMT: INR 1923264.00H. S. CODE: 5205.13.10,0,1,N,DC167273,,2016-05-02T17:27:05,DOCCR,2016-03-10T16:35:31,G,SATISHRS,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC167273,,2016-05-02T17:27:05,DOCCR,2016-03-10T16:35:31,E,SATISHRS,SG1409,Y,2024-08-07 06:57:06.300
NE 20'S 100 PCT COTTEN YARNQTY: 24040.80 KGSAMT: INR 3509957.00H.S. CODE: 5205.12.10,0,1,N,DC167544,,2016-05-25T17:37:13,DOCCR,2016-04-20T13:05:20,G,SATISHRS,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC167544,,2016-05-25T17:37:13,DOCCR,2016-04-20T13:05:20,E,SATISHRS,SG1409,Y,2024-08-07 06:57:06.300
NE 30/1 COTTON YARNQTY: 23587.20 KGSAMT: 3797539.20H.S. CODE: 5205.13.10,0,1,N,DC167527,,2016-06-01T19:22:52,DOCCR,2016-04-18T15:56:15,G,CD0122,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC167527,,2016-06-01T19:22:52,DOCCR,2016-04-18T15:56:15,E,CD0122,SG1409,Y,2024-08-07 06:57:06.300
"INJECTOMAT AGILLIA (Z018090)QTY: 3 UNITSAMT: EURO 23,725.00H.S. CODE: 9018.31.00",0,1,N,DC167701,,2016-06-02T13:38:06,DOCCR,2016-05-13T13:05:42,G,CD0122,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC167701,,2016-06-02T13:38:06,DOCCR,2016-05-13T13:05:42,E,CD0122,SG1409,Y,2024-08-07 06:57:06.300
NE 30'S KH 100 PCT COTTON YARNQTY: 24040.80 KGSAMT: INR 3918650.40H.S. CODE: 5205.13.10,0,1,N,DC167545,,2016-06-09T15:48:54,DOCCR,2016-04-20T13:16:39,G,CD0122,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC167545,,2016-06-09T15:48:54,DOCCR,2016-04-20T13:16:39,E,CD0122,SG1409,Y,2024-08-07 06:57:06.300
KNITTING MACHINEQTY: 4 SETSAMT: USD 82316.00H.S. CODE: 8447.12.00,0,1,N,DC167590,,2016-07-06T19:13:38,DOCCR,2016-04-27T15:45:19,G,CD0122,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC167590,,2016-07-06T19:13:38,DOCCR,2016-04-27T15:45:19,E,CD0122,SG1409,Y,2024-08-07 06:57:06.300
"NE 30'S KH 100 PCT COTTEN YARNQTY: 24,040.80 KGSAMT: INR 4,086,936.00H.S. CODE: 5205.13.10",0,1,N,DC167658,,2016-08-02T13:42:48,DOCCR,2016-05-06T12:57:39,G,CD0122,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC167658,,2016-08-02T13:42:48,DOCCR,2016-05-06T12:57:39,E,CD0122,SG1409,Y,2024-08-07 06:57:06.300
"OPERATING TABLES AND ACCESSORIESQTY: 9 PCSAMT: EUR 22,644.00H.S.CODE: 9402.90.90",0,1,N,DC167700,,2016-08-02T17:29:24,DOCCR,2016-05-13T12:51:52,G,SATISHRS,JB1528,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC167700,,2016-08-02T17:29:24,DOCCR,2016-05-13T12:51:52,E,SATISHRS,JB1528,Y,2024-08-07 06:57:06.300
MEDICAL FURNITUREQTY: 170.00 NOSAMT: INR 756.750.00H.S. CODE: 9402.90.00,0,1,N,DC167715,,2016-08-08T17:59:00.000000,DOCCR,2016-05-15T16:54:26,G,CD0122,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC167715,,2016-08-08T17:59:00.000000,DOCCR,2016-05-15T16:54:26,E,CD0122,SG1409,Y,2024-08-07 06:57:06.300
"7-METERS STEEL POLESTOTAL QTY: 1400 NOSTOTAL AMT: NPR 16,421,160.00",0,1,N,DC156598,,2016-08-22T13:01:15,DOCCR,2015-10-11T17:06:52,G,SATISHRS,SM0457,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC156598,,2016-08-22T13:01:15,DOCCR,2015-10-11T17:06:52,E,SATISHRS,SM0457,Y,2024-08-07 06:57:06.300
KNITTING YARN MELANGETOTAL QTY: 11395KGSTOTAL AMT: INR 2270600.00H.S CODE: 5205.23.10,0,1,N,DC168139,,2016-08-22T17:42:19,DOCCR,2016-07-17T18:20:17,G,CD0122,RP1389,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC168139,,2016-08-22T17:42:19,DOCCR,2016-07-17T18:20:17,E,CD0122,RP1389,Y,2024-08-07 06:57:06.300
"HEAT SETTING , FABRIC REVERSING, FABRIC INSPECTION MACHTOTAL QTY: 4 NOSTOTAL AMT; INR 1,800,000.00H.S CODE: 8451.80.00",0,1,N,DC167917,,2016-08-23T17:28:37,DOCCR,2016-06-13T17:08:25,G,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC167917,,2016-08-23T17:28:37,DOCCR,2016-06-13T17:08:25,E,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
"10 PCT COTTEN YARNQTY: 23,587.20AMT: 4,245,696.00H.S. CODE: 5205.00.00",0,1,N,DC168084,,2016-09-02T13:34:49,DOCCR,2016-07-05T18:50:22,G,PRADHUMNAN,SG1409,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC168084,,2016-09-02T13:34:49,DOCCR,2016-07-05T18:50:22,E,PRADHUMNAN,SG1409,Y,2024-08-07 06:57:06.300
"MEDICAL EQUIPTMENTQTY: 172 PCSAMT: JPY 4,640,130.00H.S.CODE: 9018.90.84, 3403.99.00",0,1,N,DC168246,,2016-09-05T15:02:12,DOCCR,2016-08-02T17:30:19,G,PRADHUMNAN,JB1528,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC168246,,2016-09-05T15:02:12,DOCCR,2016-08-02T17:30:19,E,PRADHUMNAN,JB1528,Y,2024-08-07 06:57:06.300
"OPERATION THREATRE LIGHT EQUIPTMENTQTY: 5 PCSAMT: USD 43,565.00H.S. CODE: 9018.49.00",0,1,N,DC168278,,2016-09-05T15:07:12,DOCCR,2016-08-09T16:39:46,G,PRADHUMNAN,JB1528,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC168278,,2016-09-05T15:07:12,DOCCR,2016-08-09T16:39:46,E,PRADHUMNAN,JB1528,Y,2024-08-07 06:57:06.300
COTTON YARN,0,1,N,DC168301,,2016-09-06T16:31:53,DOCCR,2016-08-14T13:49:59,G,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC168301,,2016-09-06T16:31:53,DOCCR,2016-08-14T13:49:59,E,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
"NEONATAL INTENSIVE CARE INCUBLAR, BRILLIANCEQTY: 52 NOSAMT: INR 1,863,780.00H.S.CODE: 9018.90.99",0,1,N,DC168241,,2016-09-22T14:45:18,DOCCR,2016-08-01T18:13:04,G,PRADHUMNAN,JB1528,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC168241,,2016-09-22T14:45:18,DOCCR,2016-08-01T18:13:04,E,PRADHUMNAN,JB1528,Y,2024-08-07 06:57:06.300
POLYESTER TEXTURED YARN (DTY) FIRST GRADETOTAL QTY: 28000.00KGSTOTAL AMT: USD 33000.00(+/- 5)H.S CODE: 5402.33.00,0,1,N,DC167947,,2016-11-10T16:56:02,DOCCR,2016-06-19T13:03:48,G,CD0122,RP1389,Y,2024-08-07 06:57:06.300
LC AT 90 DAYS FROM L/R DATE,0,1,N,DC167947,,2016-11-10T16:56:02,DOCCR,2016-06-19T13:03:48,E,CD0122,RP1389,Y,2024-08-07 06:57:06.300
100% COTTON YARNQTY: 11793.60AMT: 2099260.80H.S. CODE: 5205.00.00,0,1,N,DC168799,,2016-11-20T15:58:40,DOCCR,2016-10-21T13:36:19,G,CD0122,AM1764,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC168799,,2016-11-20T15:58:40,DOCCR,2016-10-21T13:36:19,E,CD0122,AM1764,Y,2024-08-07 06:57:06.300
 COTTON YARNTOTAL QTY; 12000.00 KGSTOTAL AMT: INR 2260000.00H.S CODE: 5205.13.10,0,1,N,DC168718,,2016-12-01T13:46:22,DOCCR,2016-10-03T15:29:44,G,CD0122,RP1389,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC168718,,2016-12-01T13:46:22,DOCCR,2016-10-03T15:29:44,E,CD0122,RP1389,Y,2024-08-07 06:57:06.300
"DYED POLY ACRYLICQTY: 25000 KGSAMOUNT: 10,185,085.50(+/-10%)",0,1,N,DC168187,,2016-12-04T15:13:45,DOCCR,2016-07-25T17:10:26,G,PRADHUMNAN,JB1528,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC168187,,2016-12-04T15:13:45,DOCCR,2016-07-25T17:10:26,E,PRADHUMNAN,JB1528,Y,2024-08-07 06:57:06.300
COTTON YARNTOTAL QTY: 12000.00 KGSTOTAM AMT: INR 2064000.00H.S CODE: 5205.13.10,0,1,N,DC168873,,2016-12-15T15:36:27,DOCCR,2016-10-28T13:33:08,G,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC168873,,2016-12-15T15:36:27,DOCCR,2016-10-28T13:33:08,E,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
 KNITTING YARNTOTAL QTY: 11500 KGSTOTAL AMT: INR 2214500.00H.S CODE: 5205.23.10,0,1,N,DC168796,,2016-12-15T15:45:45,DOCCR,2016-10-21T11:49:38,G,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC168796,,2016-12-15T15:45:45,DOCCR,2016-10-21T11:49:38,E,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
100 PCT COTTON YARN FOR KARDED KNITTINGTOTAL QTY: 11793.00 KGSTOTAL AMT: INR 2122848.00H.S CODE: 5205.13.10,0,1,N,DC168888,,2016-12-28T16:19:43,DOCCR,2016-11-03T16:18:30,G,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC168888,,2016-12-28T16:19:43,DOCCR,2016-11-03T16:18:30,E,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
NE 20'S 100 PCT COTTEN YARNQTY: 11884.32 KGSAMT: INR 1960912.80H.S. CODE: 5205.12.10,0,1,N,DC168930,,2017-01-04T14:43:51,DOCCR,2016-11-10T16:14:36,G,CD0122,RS1759,Y,2024-08-07 06:57:06.300
AT SIGHT,0,1,N,DC168930,,2017-01-04T14:43:51,DOCCR,2016-11-10T16:14:36,E,CD0122,RS1759,Y,2024-08-07 06:57:06.300
100 PCT COTTON YARN FOR KARDED KNITTINGTOTAL QTY: 23587.20 KGSTOTAL AMT: INR 4245696.00H.S CODE: 5205.13.10,0,1,N,DC168887,,2017-01-10T16:35:01,DOCCR,2016-11-03T16:11:47,G,CD0122,RP1389,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC168887,,2017-01-10T16:35:01,DOCCR,2016-11-03T16:11:47,E,CD0122,RP1389,Y,2024-08-07 06:57:06.300
"KNITTING YARNTOTAL QTY: 12000 KGSTOTAL AMT: INR 2270000.00H.S CODE: 5205.23.10, 5205.22.10",0,1,N,DC179262,,2017-01-22T13:16:41,DOCCR,2017-01-04T14:38:20,G,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
LC AT SIGHT,0,1,N,DC179262,,2017-01-22T13:16:41,DOCCR,2017-01-04T14:38:20,E,PRADHUMNAN,RP1389,Y,2024-08-07 06:57:06.300
POLYSTER TEXTURED YARNTOTAL QTY: 28000 KGSTOTAL AMT: USD33000 (+/- 5 %)H.S CODE: 5402.33.00,0,1,N,DC168138,,2017-02-06T17:11:44,DOCCR,2016-07-17T17:58:49,G,CD0122,RP1389,Y,2024-08-07 06:57:06.300
USANCE AT 90 DAYS FROM LR DATE,0,1,N,DC168138,,2017-02-06T17:11:44,DOCCR,2016-07-17T17:58:49,E,CD0122,RP1389,Y,2024-08-07 06:57:06.300
"HOS YARN MELANGETOTAL QTY: 12000 KGTOTAL AMT: INR 2,346,000.00HS CODE: 5205.23.10, 5205.22.10",0,1,N,DC179358,,2017-02-10T16:04:03,DOCCR,2017-01-22T19:03:34,G,PRADHUMNAN,MS1927,Y,2024-08-07 06:57:06.300
