acid,sol_id,ts_cnt,bank_id,del_flg,flow_id,flow_amt,shdl_num,lchg_time,rcre_time,num_of_dmds,instlmnt_ind,last_rec_flg,lchg_user_id,lr_freq_days,lr_freq_type,num_of_flows,rcre_user_id,instlmnt_pcnt,next_dmd_date,entity_cre_flg,lr_freq_months,flow_start_date,lr_freq_cal_base,lr_freq_start_dd,lr_freq_week_day,lr_freq_week_num,lr_int_freq_days,lr_int_freq_type,lr_freq_hldy_stat,next_dmd_ref_date,next_int_dmd_date,lr_int_freq_months,current_int_rec_flg,lr_int_freq_cal_base,lr_int_freq_start_dd,lr_int_freq_week_day,lr_int_freq_week_num,lr_int_freq_hldy_stat,next_int_dmd_ref_date,updated_at
AC50811343,01,3,1,N,PRDEM,1550000.0,1,2014-05-28T14:48:25,2014-03-19T15:50:00.000000,0,,Y,SAGARM,,M,1,DHRUBAM,0,2099-12-31T00:00:00.000000,Y,,2014-09-15T00:00:00.000000,,15,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC50811343,01,0,1,N,INDEM,0.0,1,2014-05-28T14:48:25,2014-03-19T15:50:00.000000,0,,Y,SAGARM,,M,0,DHRUBAM,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,15,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC23066162,01,0,1,N,INDEM,0.0,1,2014-05-28T14:48:28,2014-03-19T16:45:14,0,,Y,SAGARM,,M,0,REEMAT,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,15,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC23066162,01,3,1,N,PRDEM,1475000.0,1,2014-05-28T14:48:28,2014-03-19T16:45:14,0,,Y,SAGARM,,M,1,REEMAT,0,2099-12-31T00:00:00.000000,Y,,2014-09-15T00:00:00.000000,,15,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC85798772,01,0,1,N,INDEM,0.0,1,2014-05-28T14:48:31,2014-03-20T16:39:29,0,,Y,SAGARM,,M,0,DHRUBAM,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,18,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC85798772,01,3,1,N,PRDEM,2475000.0,1,2014-05-28T14:48:31,2014-03-20T16:39:29,0,,Y,SAGARM,,M,1,DHRUBAM,0,2099-12-31T00:00:00.000000,Y,,2014-07-18T00:00:00.000000,,18,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC60209870,01,0,1,N,INDEM,0.0,1,2014-05-28T14:48:34,2014-03-20T17:37:31,0,,Y,SAGARM,,M,0,REEMAT,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,17,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC60209870,01,3,1,N,PRDEM,2400000.0,1,2014-05-28T14:48:34,2014-03-20T17:37:31,0,,Y,SAGARM,,M,1,REEMAT,0,2099-12-31T00:00:00.000000,Y,,2014-08-17T00:00:00.000000,,17,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC74181451,01,3,1,N,PRDEM,2400000.0,1,2014-05-28T14:48:38,2014-03-20T17:39:28,0,,Y,SAGARM,,M,1,REEMAT,0,2099-12-31T00:00:00.000000,Y,,2014-08-17T00:00:00.000000,,17,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC74181451,01,0,1,N,INDEM,0.0,1,2014-05-28T14:48:38,2014-03-20T17:39:28,0,,Y,SAGARM,,M,0,REEMAT,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,17,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC16393404,01,3,1,N,PRDEM,2490000.0,1,2014-05-28T14:48:42,2014-03-21T11:56:20,0,,Y,SAGARM,,M,1,REEMAT,0,2099-12-31T00:00:00.000000,Y,,2014-08-18T00:00:00.000000,,18,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC16393404,01,0,1,N,INDEM,0.0,1,2014-05-28T14:48:42,2014-03-21T11:56:20,0,,Y,SAGARM,,M,0,REEMAT,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,18,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC37178929,01,3,1,N,PRDEM,1830000.0,1,2014-05-28T14:48:45,2014-03-21T12:16:17,0,,Y,SAGARM,,M,1,REEMAT,0,2099-12-31T00:00:00.000000,Y,,2014-08-18T00:00:00.000000,,18,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC37178929,01,0,1,N,INDEM,0.0,1,2014-05-28T14:48:45,2014-03-21T12:16:17,0,,Y,SAGARM,,M,0,REEMAT,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,18,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC26253800,01,3,1,N,PRDEM,2300000.0,1,2014-05-28T14:48:49,2014-03-23T10:44:38,0,,Y,SAGARM,,M,1,REEMAT,0,2099-12-31T00:00:00.000000,Y,,2014-09-19T00:00:00.000000,,19,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC26253800,01,0,1,N,INDEM,0.0,1,2014-05-28T14:48:49,2014-03-23T10:44:38,0,,Y,SAGARM,,M,0,REEMAT,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,19,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC88897297,01,0,1,N,INDEM,0.0,1,2014-05-28T14:48:51,2014-03-23T12:15:41,0,,Y,SAGARM,,M,0,DHRUBAM,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,21,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC88897297,01,3,1,N,PRDEM,4010000.0,1,2014-05-28T14:48:51,2014-03-23T12:15:41,0,,Y,SAGARM,,M,1,DHRUBAM,0,2099-12-31T00:00:00.000000,Y,,2014-07-21T00:00:00.000000,,21,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC87465342,01,0,1,N,INDEM,0.0,1,2014-05-28T14:48:54,2014-03-26T14:49:10,0,,Y,SAGARM,,M,0,DHRUBAM,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,24,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC87465342,01,3,1,N,PRDEM,300000.0,1,2014-05-28T14:48:54,2014-03-26T14:49:10,0,,Y,SAGARM,,M,1,DHRUBAM,0,2099-12-31T00:00:00.000000,Y,,2014-07-24T00:00:00.000000,,24,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC45930315,01,3,1,N,PRDEM,1670000.0,1,2014-05-28T14:48:57,2014-04-13T13:26:19,0,,Y,SAGARM,,M,1,DHRUBAM,0,2099-12-31T00:00:00.000000,Y,,2014-07-12T00:00:00.000000,,12,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC45930315,01,0,1,N,INDEM,0.0,1,2014-05-28T14:48:57,2014-04-13T13:26:19,0,,Y,SAGARM,,M,0,DHRUBAM,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,12,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC59008353,01,15,1,N,EIDEM,61079.16,1,2014-05-28T14:49:05,2010-04-19T14:39:57,11,,Y,SAGARM,,M,60,AMITS,0,2099-12-31T00:00:00.000000,Y,,2010-06-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC59008353,01,38,1,N,EIDEM,61668.22,2,2014-05-28T14:49:05,2011-05-09T16:35:12,37,,Y,SAGARM,,M,49,AMITS,0,2099-12-31T00:00:00.000000,Y,,2011-05-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC98129467,01,4,1,N,PRDEM,600000.0,1,2014-05-28T14:49:11,2014-04-10T16:36:16,1,,N,SAGARM,,Q,5,JIRANB,0,2099-12-31T00:00:00.000000,Y,,2014-04-30T00:00:00.000000,,30,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC98129467,01,2,1,N,PRDEM,2400000.0,1,2014-05-28T14:49:11,2014-04-10T16:56:31,0,,Y,SAGARM,,Q,10,SAGARM,0,2099-12-31T00:00:00.000000,Y,,2015-07-30T00:00:00.000000,,30,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC98129467,01,3,1,N,INDEM,0.0,1,2014-05-28T14:49:11,2014-04-10T16:56:31,0,,Y,SAGARM,,Q,0,SAGARM,0,2099-12-31T00:00:00.000000,Y,,2014-04-13T00:00:00.000000,,13,0,,,,P,,2099-12-31T00:00:00.000000,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC49197413,01,4,1,N,PRDEM,2500000.0,1,2014-05-28T14:49:16,2009-11-03T13:32:10,1,,N,SAGARM,,Q,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2011-12-31T00:00:00.000000,,31,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,4,1,N,PRDEM,2500000.0,1,2014-05-28T14:49:16,2009-11-03T13:32:10,1,,N,SAGARM,,Q,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2012-03-31T00:00:00.000000,,31,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,4,1,N,PRDEM,500000.0,1,2014-05-28T14:49:16,2009-10-13T17:14:09,1,,N,SAGARM,,Q,1,PUJANB,0,2099-12-31T00:00:00.000000,Y,,2009-12-31T00:00:00.000000,,31,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,4,1,N,PRDEM,500000.0,1,2014-05-28T14:49:16,2009-10-13T17:14:09,1,,N,SAGARM,,Q,1,PUJANB,0,2099-12-31T00:00:00.000000,Y,,2010-03-31T00:00:00.000000,,31,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,4,1,N,PRDEM,3500000.0,1,2014-05-28T14:49:16,2009-11-03T13:41:53,1,,N,SAGARM,,Q,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2012-09-30T00:00:00.000000,,30,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,4,1,N,PRDEM,3500000.0,1,2014-05-28T14:49:16,2009-11-03T13:41:53,1,,N,SAGARM,,Q,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2012-12-31T00:00:00.000000,,31,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,4,1,N,PRDEM,3500000.0,1,2014-05-28T14:49:16,2009-11-03T13:45:08,1,,N,SAGARM,,Q,1,PUJANB,0,2099-12-31T00:00:00.000000,Y,,2013-03-31T00:00:00.000000,,31,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,4,1,N,PRDEM,4500000.0,1,2014-05-28T14:49:16,2009-11-03T13:45:08,1,,N,SAGARM,,Q,1,PUJANB,0,2099-12-31T00:00:00.000000,Y,,2013-06-30T00:00:00.000000,,30,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,4,1,N,PRDEM,4500000.0,1,2014-05-28T14:49:16,2009-11-03T13:45:08,1,,N,SAGARM,,Q,1,PUJANB,0,2099-12-31T00:00:00.000000,Y,,2013-09-30T00:00:00.000000,,30,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,3,1,N,PRDEM,2300000.0,1,2014-05-28T14:49:16,2009-11-03T13:53:53,0,,N,SAGARM,,Q,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2014-06-30T00:00:00.000000,,30,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,3,1,N,PRDEM,5500000.0,1,2014-05-28T14:49:16,2009-11-03T13:53:53,0,,N,SAGARM,,Q,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2014-09-30T00:00:00.000000,,30,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,4,1,N,PRDEM,2500000.0,1,2014-05-28T14:49:16,2009-11-03T13:32:10,1,,N,SAGARM,,Q,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2011-09-30T00:00:00.000000,,30,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,4,1,N,PRDEM,2500000.0,1,2014-05-28T14:49:16,2009-11-03T13:32:10,1,,N,SAGARM,,Q,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2011-06-30T00:00:00.000000,,30,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,4,1,N,PRDEM,1500000.0,1,2014-05-28T14:49:16,2009-11-03T13:18:32,1,,N,SAGARM,,Q,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2011-03-31T00:00:00.000000,,31,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,4,1,N,PRDEM,5500000.0,1,2014-05-28T14:49:16,2009-11-03T13:56:43,0,,N,SAGARM,,Q,1,PUJANB,0,2099-12-31T00:00:00.000000,Y,,2015-03-31T00:00:00.000000,,30,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,4,1,N,PRDEM,1000000.0,1,2014-05-28T14:49:16,2009-11-03T13:18:32,1,,N,SAGARM,,Q,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2010-09-30T00:00:00.000000,,30,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,4,1,N,PRDEM,1000000.0,1,2014-05-28T14:49:16,2009-11-03T13:18:32,1,,N,SAGARM,,Q,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2010-06-30T00:00:00.000000,,30,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,28,1,N,INDEM,0.0,1,2014-05-28T14:49:16,2009-06-04T14:33:21,3,,Y,SAGARM,,Q,0,PUJANB,0,2099-12-31T00:00:00.000000,Y,,2009-07-12T00:00:00.000000,,12,0,,,,P,,2099-12-31T00:00:00.000000,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC49197413,01,2,1,N,PRDEM,5500000.0,1,2014-05-28T14:49:16,2009-11-03T13:53:53,0,,N,SAGARM,,Q,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2014-12-31T00:00:00.000000,,31,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,4,1,N,PRDEM,3500000.0,1,2014-05-28T14:49:16,2009-11-03T13:41:53,1,,N,SAGARM,,Q,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2012-06-30T00:00:00.000000,,30,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC49197413,01,4,1,N,PRDEM,1500000.0,1,2014-05-28T14:49:16,2009-11-03T13:18:32,1,,N,SAGARM,,Q,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2010-12-31T00:00:00.000000,,31,0,,,,P,,,,N,,,,,,,2024-08-07 06:52:36.003
AC46476144,23,2,1,N,PRDEM,314000.0,1,2014-06-11T16:51:05,2014-05-26T17:16:48,0,,Y,SAGARM,,M,1,REEMAT,0,2099-12-31T00:00:00.000000,Y,,2014-06-26T00:00:00.000000,,26,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC46476144,23,0,1,N,INDEM,0.0,1,2014-06-11T16:51:05,2014-05-26T17:16:48,0,,Y,SAGARM,,M,0,REEMAT,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,26,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC35424659,02,3,1,N,PRDEM,2500000.0,1,2014-06-12T19:08:51,2014-03-14T14:14:18,0,,Y,PRIYANKAS,,M,1,REEMAT,0,2099-12-31T00:00:00.000000,Y,,2014-06-12T00:00:00.000000,,12,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC35424659,02,0,1,N,INDEM,0.0,1,2014-06-12T19:08:51,2014-03-14T14:14:18,0,,Y,PRIYANKAS,,M,0,REEMAT,0,2099-12-31T00:00:00.000000,Y,,2014-06-12T00:00:00.000000,,12,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC80227918,02,0,1,N,INDEM,0.0,1,2014-06-24T18:09:49,2014-03-14T14:10:44,0,,Y,SAGARM,,M,0,BASANTAG,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,12,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC80227918,02,3,1,N,PRDEM,7878000.0,1,2014-06-24T18:09:49,2014-03-14T14:10:44,0,,Y,SAGARM,,M,1,BASANTAG,0,2099-12-31T00:00:00.000000,Y,,2014-07-12T00:00:00.000000,,12,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC33984365,23,0,1,N,INDEM,0.0,2,2014-08-27T12:34:31,2014-08-25T11:22:00.000000,0,,Y,TR0612,,M,0,TR0612,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,11,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC33984365,23,2,1,N,PRDEM,850000.0,1,2014-08-27T12:34:31,2014-08-14T15:04:53,0,,Y,TR0612,,M,1,AB0423,0,2099-12-31T00:00:00.000000,Y,,2014-08-25T00:00:00.000000,,25,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC33984365,23,2,1,N,PRDEM,850000.0,2,2014-08-27T12:34:31,2014-08-25T11:22:00.000000,0,,Y,TR0612,,M,1,TR0612,0,2099-12-31T00:00:00.000000,Y,,2015-06-11T00:00:00.000000,,11,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC57987799,02,0,1,N,INDEM,0.0,1,2014-09-11T13:57:28,2014-06-12T14:11:05,1,,Y,PRIYANKAS,,M,0,REEMAT,0,2099-12-31T00:00:00.000000,Y,,2014-09-11T00:00:00.000000,,10,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC57987799,02,4,1,N,PRDEM,2500000.0,1,2014-09-11T13:57:28,2014-06-12T14:11:05,1,,Y,PRIYANKAS,,M,1,REEMAT,0,2099-12-31T00:00:00.000000,Y,,2014-09-10T00:00:00.000000,,10,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC64980645,02,2,1,N,PRDEM,2500000.0,1,2014-09-28T19:19:12,2014-09-11T13:15:01,0,,Y,KB0570,,M,1,AB0423,0,2099-12-31T00:00:00.000000,Y,,2014-12-10T00:00:00.000000,,10,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC64980645,02,0,1,N,INDEM,0.0,1,2014-09-28T19:19:12,2014-09-11T13:15:01,0,,Y,KB0570,,M,0,AB0423,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,10,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC91483021,23,2,1,N,PRDEM,1500000.0,1,2014-09-28T19:25:12,2014-08-26T17:25:18,0,,Y,TR0612,,M,1,KB0570,0,2099-12-31T00:00:00.000000,Y,,2014-12-24T00:00:00.000000,,24,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC91483021,23,0,1,N,INDEM,0.0,1,2014-09-28T19:25:12,2014-08-26T17:25:18,0,,Y,TR0612,,M,0,KB0570,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,24,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC67470112,23,0,1,N,INDEM,0.0,1,2014-09-28T19:25:16,2014-08-28T10:33:18,0,,Y,TR0612,,M,0,AB0423,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,26,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC67470112,23,2,1,N,PRDEM,600000.0,1,2014-09-28T19:25:16,2014-08-28T10:33:18,0,,Y,TR0612,,M,1,AB0423,0,2099-12-31T00:00:00.000000,Y,,2014-12-26T00:00:00.000000,,26,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC78419218,23,2,1,N,PRDEM,1000000.0,1,2014-09-28T19:25:40,2014-09-04T16:43:56,0,,Y,KB0570,,M,1,SAGARM,0,2099-12-31T00:00:00.000000,Y,,2015-06-11T00:00:00.000000,,11,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC78419218,23,0,1,N,INDEM,0.0,1,2014-09-28T19:25:40,2014-09-04T16:43:56,0,,Y,KB0570,,M,0,SAGARM,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,11,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC63991198,23,0,1,N,INDEM,0.0,1,2014-09-28T19:25:45,2014-09-04T16:25:24,0,,Y,TR0612,,M,0,DD0571,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,2,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC63991198,23,2,1,N,PRDEM,1900000.0,1,2014-09-28T19:25:45,2014-09-04T16:25:24,0,,Y,TR0612,,M,1,DD0571,0,2099-12-31T00:00:00.000000,Y,,2015-01-02T00:00:00.000000,,2,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC16520781,02,0,1,N,INDEM,0.0,1,2014-11-20T18:20:03,2014-11-18T17:06:17,0,,Y,AB0423,,M,0,AB0423,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,16,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC16520781,02,2,1,N,PRDEM,1800000.0,1,2014-11-20T18:20:03,2014-11-18T17:06:17,0,,Y,AB0423,,M,1,AB0423,0,2099-12-31T00:00:00.000000,Y,,2015-02-16T00:00:00.000000,,16,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC91750074,23,3,1,N,PRDEM,2000000.0,1,2014-12-04T17:26:41,2014-10-09T18:01:07,0,,Y,AB0423,,M,1,DD0571,0,2099-12-31T00:00:00.000000,Y,,2015-02-06T00:00:00.000000,,6,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC91750074,23,0,1,N,INDEM,0.0,1,2014-12-04T17:26:41,2014-10-09T18:01:07,0,,Y,AB0423,,M,0,DD0571,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,6,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC60443036,23,0,1,N,INDEM,0.0,1,2014-12-04T17:26:46,2014-12-02T11:05:19,0,,Y,AB0423,,M,0,DD0571,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,1,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC60443036,23,2,1,N,PRDEM,1400000.0,1,2014-12-04T17:26:46,2014-12-02T11:05:19,0,,Y,AB0423,,M,1,DD0571,0,2099-12-31T00:00:00.000000,Y,,2015-04-01T00:00:00.000000,,1,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC90180838,23,2,1,N,PRDEM,1100000.0,1,2014-12-04T17:26:50,2014-10-31T15:11:21,0,,Y,AB0423,,M,1,SAGARM,0,2099-12-31T00:00:00.000000,Y,,2015-06-11T00:00:00.000000,,11,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC90180838,23,0,1,N,INDEM,0.0,1,2014-12-04T17:26:50,2014-10-31T15:11:21,0,,Y,AB0423,,M,0,SAGARM,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,11,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC14657523,02,0,1,N,INDEM,0.0,1,2015-01-22T18:10:52,2014-12-31T17:16:42,0,,Y,RM1118,,M,0,AB0423,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,31,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC14657523,02,3,1,N,PRDEM,1200000.0,1,2015-01-22T18:10:52,2014-12-31T17:16:42,0,,Y,RM1118,,M,1,AB0423,0,2099-12-31T00:00:00.000000,Y,,2015-03-31T00:00:00.000000,,31,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC43373297,02,0,1,N,INDEM,0.0,1,2015-01-26T17:17:48,2014-12-31T16:09:54,0,,Y,DD0571,,M,0,AB0423,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,31,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC43373297,02,3,1,N,PRDEM,750000.0,1,2015-01-26T17:17:48,2014-12-31T16:09:54,0,,Y,DD0571,,M,1,AB0423,0,2099-12-31T00:00:00.000000,Y,,2015-03-31T00:00:00.000000,,31,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC50870849,23,0,1,N,INDEM,0.0,1,2015-02-04T18:04:31,2015-01-16T14:10:37,0,,Y,RM1118,,M,0,KB0570,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,11,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC50870849,23,2,1,N,PRDEM,3500000.0,1,2015-02-04T18:04:31,2015-01-16T14:10:37,0,,Y,RM1118,,M,1,KB0570,0,2099-12-31T00:00:00.000000,Y,,2015-06-11T00:00:00.000000,,11,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC64867221,23,0,1,N,INDEM,0.0,1,2015-02-04T18:04:37,2015-01-22T16:02:52,0,,Y,RM1118,,M,0,DD0571,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,22,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC64867221,23,2,1,N,PRDEM,1000000.0,1,2015-02-04T18:04:37,2015-01-22T16:02:52,0,,Y,RM1118,,M,1,DD0571,0,2099-12-31T00:00:00.000000,Y,,2015-05-22T00:00:00.000000,,22,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC95073189,23,0,1,N,INDEM,0.0,1,2015-03-26T17:59:08,2015-02-25T16:42:20,0,,Y,SA1002,,M,0,RM1118,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,11,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC95073189,23,2,1,N,PRDEM,2300000.0,1,2015-03-26T17:59:08,2015-02-25T16:42:20,0,,Y,SA1002,,M,1,RM1118,0,2099-12-31T00:00:00.000000,Y,,2015-06-11T00:00:00.000000,,11,0,,,,P,,,,Y,,,,,,,2024-08-07 06:52:36.003
AC59518625,23,0,1,N,INDEM,0.0,1,2015-04-13T22:23:36,2015-02-12T15:03:55,0,,Y,SAGARM,,M,0,AB0423,0,2099-12-31T00:00:00.000000,Y,,2099-12-31T00:00:00.000000,,12,0,,,,P,,,,Y,,0.0,0.0,,,,2024-08-07 06:52:36.003
