acid,ts_cnt,bank_id,lchg_time,rcre_time,serial_num,lchg_user_id,rcre_user_id,event_serial_num,lim_inactive_date,lim_inactive_rmks,related_serial_num,lim_inactive_bod_date,lim_inactive_sys_date,updated_at
AC53875380,0,1,2013-02-21T17:43:34,2013-02-21T17:43:34,34,PRIYANKAS,PRIYANKAS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC53875380,0,1,2013-02-21T17:43:34,2013-02-21T17:43:34,33,PRIYANKAS,PRIYANKAS,2,2012-10-31T00:00:00.000000,,34.0,2013-02-21T00:00:00.000000,2013-02-21T17:43:34,2024-08-07 06:55:04.547
AC53875380,0,1,2013-02-27T11:53:41,2013-02-27T11:53:41,34,BASANTAG,BASANTAG,2,2012-10-31T00:00:00.000000,,35.0,2013-02-27T00:00:00.000000,2013-02-27T11:53:41,2024-08-07 06:55:04.547
AC53875380,0,1,2013-02-27T11:53:41,2013-02-27T11:53:41,35,BASANTAG,BASANTAG,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC53875380,0,1,2013-02-27T11:59:57,2013-02-27T11:59:57,36,DEEPAKA,DEEPAKA,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC53875380,0,1,2013-02-27T11:59:57,2013-02-27T11:59:57,35,DEEPAKA,DEEPAKA,2,2012-10-31T00:00:00.000000,,36.0,2013-02-27T00:00:00.000000,2013-02-27T11:59:57,2024-08-07 06:55:04.547
AC53875380,0,1,2013-02-28T10:50:13,2013-02-28T10:50:13,37,DEEPAKA,DEEPAKA,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC53875380,0,1,2013-02-28T10:50:13,2013-02-28T10:50:13,36,DEEPAKA,DEEPAKA,2,2013-02-27T00:00:00.000000,,37.0,2013-02-28T00:00:00.000000,2013-02-28T10:50:13,2024-08-07 06:55:04.547
AC53875380,0,1,2013-02-28T11:01:49,2013-02-28T11:01:49,37,SAGARM,SAGARM,2,2013-02-27T00:00:00.000000,,38.0,2013-02-28T00:00:00.000000,2013-02-28T11:01:49,2024-08-07 06:55:04.547
AC53875380,0,1,2013-02-28T11:01:49,2013-02-28T11:01:49,38,SAGARM,SAGARM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC68790479,0,1,2013-02-28T11:01:58,2013-02-28T11:01:58,22,SAGARM,SAGARM,2,2013-01-31T00:00:00.000000,,23.0,2013-02-28T00:00:00.000000,2013-02-28T11:01:58,2024-08-07 06:55:04.547
AC68790479,0,1,2013-02-28T11:01:58,2013-02-28T11:01:58,23,SAGARM,SAGARM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-03-18T17:05:16,2013-03-18T17:05:16,96,BASANTAG,BASANTAG,2,2011-05-19T00:00:00.000000,,97.0,2013-03-18T00:00:00.000000,2013-03-18T17:05:16,2024-08-07 06:55:04.547
AC88861241,0,1,2013-03-18T17:05:16,2013-03-18T17:05:16,97,BASANTAG,BASANTAG,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-03-18T17:32:40,2013-03-18T17:32:40,98,SAGARM,SAGARM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-03-18T17:32:40,2013-03-18T17:32:40,97,SAGARM,SAGARM,2,2011-05-19T00:00:00.000000,,98.0,2013-03-18T00:00:00.000000,2013-03-18T17:32:40,2024-08-07 06:55:04.547
AC55575076,0,1,2013-03-21T10:57:57,2013-03-21T10:57:57,2,DEEPAKA,DEEPAKA,2,2013-03-21T00:00:00.000000,,3.0,2013-03-21T00:00:00.000000,2013-03-21T10:57:57,2024-08-07 06:55:04.547
AC55575076,0,1,2013-03-21T10:57:57,2013-03-21T10:57:57,3,DEEPAKA,DEEPAKA,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-04-18T16:52:30,2013-04-18T16:52:30,98,DEEPAKA,DEEPAKA,2,2011-05-19T00:00:00.000000,,99.0,2013-04-18T00:00:00.000000,2013-04-18T16:52:30,2024-08-07 06:55:04.547
AC88861241,0,1,2013-04-18T16:52:30,2013-04-18T16:52:30,99,DEEPAKA,DEEPAKA,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-04-18T18:20:15,2013-04-18T18:20:15,99,PRIYANKAS,PRIYANKAS,2,2011-05-19T00:00:00.000000,,100.0,2013-04-18T00:00:00.000000,2013-04-18T18:20:15,2024-08-07 06:55:04.547
AC88861241,0,1,2013-04-18T18:20:15,2013-04-18T18:20:15,100,PRIYANKAS,PRIYANKAS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-04-22T12:38:14,2013-04-22T12:38:14,101,REJINAPJ,REJINAPJ,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-04-22T12:38:14,2013-04-22T12:38:14,100,REJINAPJ,REJINAPJ,2,2011-05-19T00:00:00.000000,,101.0,2013-04-22T00:00:00.000000,2013-04-22T12:38:14,2024-08-07 06:55:04.547
AC88861241,0,1,2013-04-22T13:58:46,2013-04-22T13:58:46,102,SAGARM,SAGARM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-04-22T13:58:46,2013-04-22T13:58:46,101,SAGARM,SAGARM,2,2011-05-19T00:00:00.000000,,102.0,2013-04-22T00:00:00.000000,2013-04-22T13:58:46,2024-08-07 06:55:04.547
AC88861241,0,1,2013-05-16T16:55:30,2013-05-16T16:55:30,103,PRIYANKAS,PRIYANKAS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-05-16T16:55:30,2013-05-16T16:55:30,102,PRIYANKAS,PRIYANKAS,2,2011-05-19T00:00:00.000000,,103.0,2013-05-16T00:00:00.000000,2013-05-16T16:55:30,2024-08-07 06:55:04.547
AC88861241,0,1,2013-05-16T17:03:42,2013-05-16T17:03:42,103,SAGARM,SAGARM,2,2011-05-19T00:00:00.000000,,104.0,2013-05-16T00:00:00.000000,2013-05-16T17:03:42,2024-08-07 06:55:04.547
AC88861241,0,1,2013-05-16T17:03:42,2013-05-16T17:03:42,104,SAGARM,SAGARM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-05-19T14:01:50,2013-05-19T14:01:50,104,NIRPB,NIRPB,2,2011-05-19T00:00:00.000000,,105.0,2013-05-19T00:00:00.000000,2013-05-19T14:01:50,2024-08-07 06:55:04.547
AC88861241,0,1,2013-05-19T14:01:50,2013-05-19T14:01:50,105,NIRPB,NIRPB,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-05-19T15:16:27,2013-05-19T15:16:27,106,BASANTAG,BASANTAG,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-05-19T15:16:27,2013-05-19T15:16:27,105,BASANTAG,BASANTAG,2,2011-05-19T00:00:00.000000,,106.0,2013-05-19T00:00:00.000000,2013-05-19T15:16:27,2024-08-07 06:55:04.547
AC88861241,0,1,2013-05-21T16:13:20,2013-05-21T16:13:20,106,BASANTAG,BASANTAG,2,2011-05-19T00:00:00.000000,,107.0,2013-05-21T00:00:00.000000,2013-05-21T16:13:20,2024-08-07 06:55:04.547
AC88861241,0,1,2013-05-21T16:13:20,2013-05-21T16:13:20,107,BASANTAG,BASANTAG,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-05-21T17:29:53,2013-05-21T17:29:53,108,REJINAPJ,REJINAPJ,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-05-21T17:29:53,2013-05-21T17:29:53,107,REJINAPJ,REJINAPJ,2,2011-05-19T00:00:00.000000,,108.0,2013-05-21T00:00:00.000000,2013-05-21T17:29:53,2024-08-07 06:55:04.547
AC88861241,0,1,2013-06-18T15:46:59,2013-06-18T15:46:59,109,PRIYANKAS,PRIYANKAS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-06-18T15:46:59,2013-06-18T15:46:59,108,PRIYANKAS,PRIYANKAS,2,2011-05-19T00:00:00.000000,,109.0,2013-06-18T00:00:00.000000,2013-06-18T15:46:59,2024-08-07 06:55:04.547
AC88861241,0,1,2013-06-18T16:34:20,2013-06-18T16:34:20,110,BASANTAG,BASANTAG,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-06-18T16:34:20,2013-06-18T16:34:20,109,BASANTAG,BASANTAG,2,2011-05-19T00:00:00.000000,,110.0,2013-06-18T00:00:00.000000,2013-06-18T16:34:20,2024-08-07 06:55:04.547
AC20563707,0,1,2013-06-26T17:42:40,2013-06-26T17:42:40,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC66737829,0,1,2013-06-26T17:42:42,2013-06-26T17:42:42,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC38803203,0,1,2013-06-26T17:42:42,2013-06-26T17:42:42,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC73089441,0,1,2013-06-26T17:42:45,2013-06-26T17:42:45,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC36895435,0,1,2013-06-26T17:45:25,2013-06-26T17:45:25,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC37378141,0,1,2013-06-26T17:45:25,2013-06-26T17:45:25,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC12345718,0,1,2013-06-26T17:45:25,2013-06-26T17:45:25,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC55917569,0,1,2013-06-26T17:49:45,2013-06-26T17:49:45,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC36820308,0,1,2013-06-26T17:49:49,2013-06-26T17:49:49,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC57879700,0,1,2013-06-26T17:52:24,2013-06-26T17:52:24,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC75504238,0,1,2013-06-26T17:52:24,2013-06-26T17:52:24,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC89686122,0,1,2013-06-26T18:02:15,2013-06-26T18:02:15,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC54231965,0,1,2013-06-26T18:02:17,2013-06-26T18:02:17,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC22239436,0,1,2013-06-26T18:02:19,2013-06-26T18:02:19,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC40373877,0,1,2013-06-26T18:05:46,2013-06-26T18:05:46,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC49022119,0,1,2013-06-26T18:07:27,2013-06-26T18:07:27,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC48648847,0,1,2013-06-26T18:10:46,2013-06-26T18:10:46,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC86621551,0,1,2013-06-26T18:14:08,2013-06-26T18:14:08,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC93998064,0,1,2013-06-26T18:14:08,2013-06-26T18:14:08,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC80514747,0,1,2013-06-26T18:14:08,2013-06-26T18:14:08,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC22706136,0,1,2013-06-26T18:18:06,2013-06-26T18:18:06,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC47205635,0,1,2013-06-26T18:18:25,2013-06-26T18:18:25,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC22555784,0,1,2013-06-26T18:20:43,2013-06-26T18:20:43,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC65446525,0,1,2013-06-26T18:23:06,2013-06-26T18:23:06,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC38859883,0,1,2013-06-27T00:32:52,2013-06-27T00:32:52,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC43887072,0,1,2013-06-27T00:33:36,2013-06-27T00:33:36,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC32137111,0,1,2013-06-27T00:33:36,2013-06-27T00:33:36,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC73645593,0,1,2013-06-27T00:33:38,2013-06-27T00:33:38,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC37178007,0,1,2013-06-27T00:33:38,2013-06-27T00:33:38,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC62955287,0,1,2013-06-27T00:33:38,2013-06-27T00:33:38,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC45610293,0,1,2013-06-27T00:36:34,2013-06-27T00:36:34,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC19753561,0,1,2013-06-27T00:36:34,2013-06-27T00:36:34,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC34916443,0,1,2013-06-27T00:36:34,2013-06-27T00:36:34,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC28602678,0,1,2013-06-27T00:36:34,2013-06-27T00:36:34,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC55085918,0,1,2013-06-27T00:36:34,2013-06-27T00:36:34,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC30498834,0,1,2013-06-27T00:36:43,2013-06-27T00:36:43,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC37774373,0,1,2013-06-27T00:36:44,2013-06-27T00:36:44,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC47546764,0,1,2013-06-27T00:37:37,2013-06-27T00:37:37,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC46618462,0,1,2013-06-27T00:37:43,2013-06-27T00:37:43,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC18443433,0,1,2013-06-27T00:37:43,2013-06-27T00:37:43,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC14940199,0,1,2013-06-27T00:37:43,2013-06-27T00:37:43,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC85169180,0,1,2013-06-27T00:37:43,2013-06-27T00:37:43,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC53981434,0,1,2013-06-27T00:37:43,2013-06-27T00:37:43,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC87000481,0,1,2013-06-27T00:37:43,2013-06-27T00:37:43,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC47658610,0,1,2013-06-27T00:37:43,2013-06-27T00:37:43,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88205330,0,1,2013-06-27T00:37:43,2013-06-27T00:37:43,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC48985870,0,1,2013-06-27T00:37:43,2013-06-27T00:37:43,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC35649484,0,1,2013-06-27T00:37:43,2013-06-27T00:37:43,1,SYSTEM,SYSTEM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC63838106,0,1,2013-07-03T22:34:49,2013-07-03T22:34:49,1,RAJESHR,RAJESHR,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC40373877,0,1,2013-07-05T16:23:33,2013-07-05T16:23:33,1,SAGARM,SAGARM,2,2013-06-30T00:00:00.000000,,2.0,2013-07-05T00:00:00.000000,2013-07-05T16:23:33,2024-08-07 06:55:04.547
AC40373877,0,1,2013-07-05T16:23:33,2013-07-05T16:23:33,2,SAGARM,SAGARM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC94806225,0,1,2013-07-07T20:46:22,2013-07-07T20:46:22,1,SATISHRS,SATISHRS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC94806225,0,1,2013-07-08T11:10:39,2013-07-08T11:10:39,2,SATISHRS,SATISHRS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC94806225,0,1,2013-07-08T11:10:39,2013-07-08T11:10:39,1,SATISHRS,SATISHRS,2,2013-07-07T00:00:00.000000,,2.0,2013-07-08T00:00:00.000000,2013-07-08T11:10:39,2024-08-07 06:55:04.547
AC35496596,0,1,2013-07-10T16:51:46,2013-07-10T16:51:46,1,SATISHRS,SATISHRS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC61826651,0,1,2013-07-12T17:37:23,2013-07-12T17:37:23,1,SAGARM,SAGARM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC35654371,0,1,2013-07-15T11:05:52,2013-07-15T11:05:52,1,REJINAPJ,REJINAPJ,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC19406075,0,1,2013-07-15T14:58:13,2013-07-15T14:58:13,1,DEEPAKA,DEEPAKA,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC15695280,0,1,2013-07-17T19:08:04,2013-07-17T19:08:04,1,SATISHRS,SATISHRS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-07-18T16:12:01,2013-07-18T16:12:01,110,BASANTAG,BASANTAG,2,2011-05-19T00:00:00.000000,,111.0,2013-07-18T00:00:00.000000,2013-07-18T16:12:01,2024-08-07 06:55:04.547
AC88861241,0,1,2013-07-18T16:12:01,2013-07-18T16:12:01,111,BASANTAG,BASANTAG,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-07-18T16:20:13,2013-07-18T16:20:13,111,BASANTAG,BASANTAG,2,2011-05-19T00:00:00.000000,,112.0,2013-07-18T00:00:00.000000,2013-07-18T16:20:13,2024-08-07 06:55:04.547
AC88861241,0,1,2013-07-18T16:20:13,2013-07-18T16:20:13,112,BASANTAG,BASANTAG,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC26063792,0,1,2013-07-21T13:43:14,2013-07-21T13:43:14,1,DEEPAKA,DEEPAKA,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC51385265,0,1,2013-07-26T16:12:02,2013-07-26T16:12:02,1,SAGARM,SAGARM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC64753301,0,1,2013-07-28T15:11:23,2013-07-28T15:11:23,1,CD0122,CD0122,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC38144236,0,1,2013-07-31T18:21:52,2013-07-31T18:21:52,4,RABINB,RABINB,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC38144236,0,1,2013-07-31T18:21:52,2013-07-31T18:21:52,3,RABINB,RABINB,2,2010-04-12T00:00:00.000000,,4.0,2013-07-31T00:00:00.000000,2013-07-31T18:21:52,2024-08-07 06:55:04.547
AC88315548,0,1,2013-08-02T12:26:45,2013-08-02T12:26:45,1,BASANTAG,BASANTAG,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC40373877,0,1,2013-08-02T15:33:24,2013-08-02T15:33:24,2,SAGARM,SAGARM,2,2013-07-31T00:00:00.000000,,3.0,2013-08-02T00:00:00.000000,2013-08-02T15:33:24,2024-08-07 06:55:04.547
AC40373877,0,1,2013-08-02T15:33:24,2013-08-02T15:33:24,3,SAGARM,SAGARM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC38946457,0,1,2013-08-02T17:47:50,2013-08-02T17:47:50,1,CD0122,CD0122,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC65185651,0,1,2013-08-04T11:38:43,2013-08-04T11:38:43,1,DEEPAKA,DEEPAKA,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC40373877,0,1,2013-08-04T17:33:31,2013-08-04T17:33:31,4,PRIYANKAS,PRIYANKAS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC40373877,0,1,2013-08-04T17:33:31,2013-08-04T17:33:31,3,PRIYANKAS,PRIYANKAS,2,2013-08-04T00:00:00.000000,,4.0,2013-08-04T00:00:00.000000,2013-08-04T17:33:31,2024-08-07 06:55:04.547
AC37668539,0,1,2013-08-04T18:21:36,2013-08-04T18:21:36,1,PRIYANKAS,PRIYANKAS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC54471950,0,1,2013-08-13T16:31:37,2013-08-13T16:31:37,1,PRIYANKAS,PRIYANKAS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-08-18T13:46:28,2013-08-18T13:46:28,113,REEMAT,REEMAT,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-08-18T13:46:28,2013-08-18T13:46:28,112,REEMAT,REEMAT,2,2011-05-19T00:00:00.000000,,113.0,2013-08-18T00:00:00.000000,2013-08-18T13:46:28,2024-08-07 06:55:04.547
AC88861241,0,1,2013-08-18T13:59:48,2013-08-18T13:59:48,114,REEMAT,REEMAT,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-08-18T13:59:48,2013-08-18T13:59:48,113,REEMAT,REEMAT,2,2011-05-19T00:00:00.000000,,114.0,2013-08-18T00:00:00.000000,2013-08-18T13:59:48,2024-08-07 06:55:04.547
AC77119802,0,1,2013-08-19T18:21:12,2013-08-19T18:21:12,1,PRIYANKAS,PRIYANKAS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC22706136,0,1,2013-08-29T18:25:07,2013-08-29T18:25:07,2,DEEPAKA,DEEPAKA,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC22706136,0,1,2013-08-29T18:25:07,2013-08-29T18:25:07,1,DEEPAKA,DEEPAKA,2,2013-08-29T00:00:00.000000,,2.0,2013-08-29T00:00:00.000000,2013-08-29T18:25:07,2024-08-07 06:55:04.547
AC38859883,0,1,2013-08-29T18:25:23,2013-08-29T18:25:23,1,DEEPAKA,DEEPAKA,2,2013-08-29T00:00:00.000000,,2.0,2013-08-29T00:00:00.000000,2013-08-29T18:25:23,2024-08-07 06:55:04.547
AC38859883,0,1,2013-08-29T18:25:23,2013-08-29T18:25:23,2,DEEPAKA,DEEPAKA,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC77067717,0,1,2013-09-01T17:07:13,2013-09-01T17:07:13,1,BASANTAG,BASANTAG,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC40373877,0,1,2013-09-02T18:54:44,2013-09-02T18:54:44,5,JIRANB,JIRANB,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC40373877,0,1,2013-09-02T18:54:44,2013-09-02T18:54:44,4,JIRANB,JIRANB,2,2013-08-30T00:00:00.000000,,5.0,2013-09-02T00:00:00.000000,2013-09-02T18:54:44,2024-08-07 06:55:04.547
AC32849484,0,1,2013-09-05T14:07:54,2013-09-05T14:07:54,1,BASANTAG,BASANTAG,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC77765232,0,1,2013-09-05T18:55:10,2013-09-05T18:55:10,1,BASANTAG,BASANTAG,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-09-13T16:57:54,2013-09-13T16:57:54,114,PRIYANKAS,PRIYANKAS,2,2011-05-19T00:00:00.000000,,115.0,2013-09-13T00:00:00.000000,2013-09-13T16:57:54,2024-08-07 06:55:04.547
AC88861241,0,1,2013-09-13T16:57:54,2013-09-13T16:57:54,115,PRIYANKAS,PRIYANKAS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-09-13T17:04:59,2013-09-13T17:04:59,115,RABINB,RABINB,2,2011-05-19T00:00:00.000000,,116.0,2013-09-13T00:00:00.000000,2013-09-13T17:04:59,2024-08-07 06:55:04.547
AC88861241,0,1,2013-09-13T17:04:59,2013-09-13T17:04:59,116,RABINB,RABINB,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-09-13T17:22:54,2013-09-13T17:22:54,116,PRIYANKAS,PRIYANKAS,2,2011-05-19T00:00:00.000000,,117.0,2013-09-13T00:00:00.000000,2013-09-13T17:22:54,2024-08-07 06:55:04.547
AC88861241,0,1,2013-09-13T17:22:54,2013-09-13T17:22:54,117,PRIYANKAS,PRIYANKAS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2013-09-13T17:32:49,2013-09-13T17:32:49,117,DEEPAKA,DEEPAKA,2,2011-05-19T00:00:00.000000,,118.0,2013-09-13T00:00:00.000000,2013-09-13T17:32:49,2024-08-07 06:55:04.547
AC88861241,0,1,2013-09-13T17:32:49,2013-09-13T17:32:49,118,DEEPAKA,DEEPAKA,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC86393041,0,1,2013-09-16T13:17:56,2013-09-16T13:17:56,1,PRIYANKAS,PRIYANKAS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC68790479,0,1,2013-09-20T10:44:53,2013-09-20T10:44:53,24,SAGARM,SAGARM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
