ate_bna,ate_num,ate_adr1,ate_adr2,ate_code,ate_fees,ate_labe,ate_ip_addr,ate_tmk_kcv,ate_tmk_key,ate_tpk_kcv,ate_tpk_key,ate_aca_code,ate_aco_code,ate_ael_code,ate_afa_code,ate_agr_code,ate_amo_code,ate_apr_code,ate_atc_code,ate_atd_code,ate_ats_code,ate_ban_code,ate_bna_type,ate_bra_code,ate_cit_code,ate_hky_code,ate_int_code,ate_int_loro,ate_last_tsn,ate_latitude,ate_location,ate_mer_iden,ate_tds_code,ate_adre_pobx,ate_adre_stat,ate_adre_stre,ate_adre_zipd,ate_crea_date,ate_disp_cas1,ate_disp_cas2,ate_disp_cas3,ate_disp_cas4,ate_disp_hop1,ate_disp_hop2,ate_disp_hop3,ate_disp_hop4,ate_longitude,ate_loro_account,ate_mer_acc_numb,ate_cardless_flag,ate_defa_curr_code,ate_last_tran_date,ate_cut_off_end_time,ate_cut_off_star_time,updated_at
,ATM927842,Dlytica GOPIGUNJ BRANCH,,1073980,,Dlytica GOPIGUNJ BRANCH,172.26.15.98,,69451D48B760CDDE3B5F34096D0E6F50,,8CB4A765D2DA58EBABD5AF1B2E8C4D38,,11227,3.0,1,1015020,1.0,3,1073180,1073160,4.0,1,,5269,89081,,544,30,65626.0,,,1007153,1073560,,,,,,5.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:37:04,,,2024-08-07 07:01:23.859
,ATM287674,Dlytica,,1098260,,Dlytica,172.26.11.4,,37A31F57A8C5AC7B5082FF6AA6C339C4,,3BC0C6FE547F6F8E9221E5E81205855A,,21226,3.0,1,1014920,1.0,1,1099060,1100640,6.0,1,,5482,68821,,958,30,20103.0,,1.0,,1096640,,,,,,2.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:37:07,,,2024-08-07 07:01:23.859
,ATM254410,Dlytica GAJURI BRANCH,,1077980,,Dlytica GAJURI BRANCH,172.26.10.106,,4C56B33C36B8CA04CB6A357425DA953F,,DEA20BD123790A62F10B1995F146B1F8,,11227,3.0,1,1014920,1.0,3,1077180,1077160,4.0,1,,5256,88801,,744,30,35536.0,,,1007184,1077560,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:37:10,,,2024-08-07 07:01:23.859
,ATM606581,Dlytica BALIYA BRANCH,,1078200,,Dlytica BALIYA BRANCH,172.26.10.138,,F9497EFCF759F26DB54F4C8AC1C55413,,1F767D5D1DB48E5481C3A1CBA7AA84BF,,11227,3.0,1,1015040,1.0,3,1077400,1077380,4.0,1,,5148,66421,,755,30,111539.0,,,1007226,1077780,,,,,,5.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:37:34,,,2024-08-07 07:01:23.859
,ATM607780,Dlytica DIPAYAL BRANCH,,1071760,,Dlytica DIPAYAL BRANCH,172.26.12.66,,44F89638EBF0AC46884043E6698CC6BE,,C01883B4FD470EBDCC28082541346528,,11227,3.0,1,1015044,1.0,3,1070960,1070940,4.0,1,,5239,71561,,433,30,36594.0,,,1007178,1071340,,,,,,3.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:38:08,,,2024-08-07 07:01:23.859
,ATM934054,Dlytica ARUNKHOLA BRANCH,,1073960,,Dlytica ARUNKHOLA BRANCH,172.26.14.18,,849EEFDC4ED317E283E3988EA2CC680C,,B00D5AAF0512C24BCEEEC832AE801B93,,11227,3.0,1,1015000,1.0,3,1073160,1073140,4.0,1,,5133,69721,,543,30,49175.0,,,1007155,1073540,,,,,,5.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:38:12,,,2024-08-07 07:01:23.859
,ATM156139,Dlytica PARSA,,1076520,,Dlytica PARSA,172.26.9.130,,BEC3B69FC324C820A957B297BC3EAA3C,,45FBBEFC74E27DF8B61192B8054E13B7,,9788,3.0,1,1014920,1.0,2,1075720,1075700,6.0,1,,5398,68681,,671,30,32507.0,,,1007098,1076100,,,,,,4.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:38:18,,,2024-08-07 07:01:23.859
,ATM365694,Dlytica TRIVENI SPINNING MILLS,,1072080,,Dlytica TRIVENI SPINNING MILLS,172.27.10.122,,E583F0C57D0DCB7682C3C2A571A05AB8,,3478DCA31D92372FF1DDCF4B69239791,,11227,3.0,1,1012040,1.0,3,1071280,1071260,4.0,1,,5293,67781,,449,30,72509.0,,,1007080,1071660,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:38:23,,,2024-08-07 07:01:23.859
,ATM750274,Dlytica KHASIBAZAR BRANCH,,1075540,,Dlytica KHASIBAZAR BRANCH,172.26.17.162,,38F87DDBA3C6F3D38E3528E688C762DA,,87ED98D7C572EE56F0005074CDFFEC62,,21226,3.0,1,1014920,1.0,1,1074740,1074720,6.0,1,,5321,68821,,622,30,43330.0,,,1007313,1075120,,,,,,2.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:38:30,,,2024-08-07 07:01:23.859
,ATM508591,Dlytica MECHI EYE HP,,1075280,,Dlytica MECHI EYE HP,172.27.6.18,,90447291B5693E77E9968304E2E0E06C,,C8C09DE587487FC8EC891505713E9B43,,9788,3.0,1,1015040,1.0,2,1074480,1074460,4.0,1,,5187,66221,,609,30,28007.0,,,1007009,1074860,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:38:33,,,2024-08-07 07:01:23.859
,ATM968733,Dlytica CHANDRAGDI,,1070980,,Dlytica CHANDRAGDI,172.26.7.154,,ED635162B363C1F5C3DFEFAFA0DCBDA3,,ECCA7B60D58CFDD3A1B6C40977E5CF8B,,11227,3.0,1,1015040,1.0,3,1070180,1070160,4.0,1,,5204,88981,,394,30,80591.0,,,1007067,1070560,,,,,,8.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:38:56,,,2024-08-07 07:01:23.859
,ATM724036,Dlytica KOHALPUR,,1071540,,Dlytica KOHALPUR,172.26.7.90,,8D766E712BD1B17C867412FE9A6BA429,,1ACCC9C6BBDF2414DFAABF8EDB62839B,,11227,3.0,1,1015020,1.0,3,1070740,1070720,4.0,1,,5326,70061,,422,30,96508.0,,,1007059,1071120,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:39:19,,,2024-08-07 07:01:23.859
,ATM199711,Dlytica JAJARKOT,,1076800,,Dlytica JAJARKOT,172.26.9.202,,DD7C5CD467AFA591E70D1A0D2A00F082,,84B8F5566CD56542A5966E570973FB63,,9788,3.0,1,1014480,1.0,2,1076000,1075980,4.0,1,,5288,70841,,685,30,23570.0,,,1007118,1076380,,,,,,4.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:39:21,,,2024-08-07 07:01:23.859
,ATM576610,Dlytica DHANGADI HL BRANCH ATM II,,1092400,,Dlytica DHANGADI HL BRANCH ATM II,172.26.11.124,,63A18EC975CA4CFAC008E67E8839C499,,C18B6A8FAA86F9EC5F77EA308F687B2C,,21226,3.0,1,1015044,1.0,1,1092000,1093580,4.0,1,,5226,71601,,884,30,37698.0,,1.0,,1090380,,,,,,2.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:39:31,,,2024-08-07 07:01:23.859
,ATM439481,Dlytica DUMRE BRANCH,,1078280,,Dlytica DUMRE BRANCH,172.26.12.98,,393F294A7203252FA6C038AB249F0B62,,8C4C2979B479136044817F8D651DFCC6,,11227,3.0,1,1015000,1.0,3,1077480,1077460,4.0,1,,5246,88841,,759,30,89265.0,,,1007146,1077860,,,,,,10.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:39:36,,,2024-08-07 07:01:23.859
,ATM489712,Dlytica JOSHIPUR BRANCH ATM II,,1099640,,Dlytica JOSHIPUR BRANCH ATM II,172.26.9.116,,C4AE42378AA71C657C67AE3301E96B40,,18B896CC5A1F48DDF32B4AD6CC89309B,,21226,3.0,1,1015044,1.0,1,1100440,1102020,6.0,1,,5298,88601,,975,30,30913.0,,1.0,,1098020,,,,,,4.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:39:50,,,2024-08-07 07:01:23.859
,ATM570599,Dlytica CHAUMALA BRANCH,,1070140,,Dlytica CHAUMALA BRANCH,172.26.17.114,,51D51EEFE0ACEA6E63EAAE013259488B,,AF0AA248A595A8EF1883557F335770ED,,11227,3.0,1,1015044,1.0,3,1069340,1069320,4.0,1,,5210,71701,,352,30,55704.0,,,1007354,1069720,,,,,,2.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:40:30,,,2024-08-07 07:01:23.859
,ATM129093,Dlytica SAMSI BRANCH,,1085320,,Dlytica SAMSI BRANCH,172.26.18.162,,1E883E5BE70C793905123F555D565EB8,,2154E6BDF5763FDE7848E3A11BDC6A18,,21226,3.0,1,1012040,1.0,1,1084920,1086500,6.0,1,,5438,67561,,801,30,21717.0,,1.0,,1083300,,,,,,15.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:40:32,,,2024-08-07 07:01:23.859
,ATM176252,Dlytica SHANKHAMUL AL ATM II,,1096780,,Dlytica SHANKHAMUL AL ATM II,172.27.11.132,,E6A2DE9AFA565481F3E69FCCC0C0C598,,CD59C84B502ABA372C57C5060D5EE021,,21226,3.0,1,1015089,1.0,1,1097140,1098720,6.0,1,,5425,68821,,933,30,17110.0,,1.0,,1095060,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:40:35,,,2024-08-07 07:01:23.859
,ATM226988,Dlytica BARATHAWA BRANCH,,1072520,,Dlytica BARATHAWA BRANCH,172.26.12.146,,E50CDA048C66F5E66723A0F8CC51D41A,,F7A70447C7F2E3E0CC7618162D938724,,11227,3.0,1,1012040,1.0,3,1071720,1071700,4.0,1,,5156,88921,,471,30,40664.0,,,1007208,1072100,,,,,,,,,,,,,,,930015240014,,,150,2024-07-28T19:40:52,,,2024-08-07 07:01:23.859
,ATM117083,Dlytica RUKUMKOT BRANCH,,1092180,,Dlytica RUKUMKOT BRANCH,172.26.19.162,,5F98E5D297CB1D1FBDD8DD0A8F845641,,156E8C40D04AEED0FCBD9EBB54E2E0F7,,21226,3.0,1,1015020,1.0,1,1091780,1093360,6.0,1,,5429,71181,,872,30,12734.0,,1.0,,1090160,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:41:08,,,2024-08-07 07:01:23.859
,ATM358272,Dlytica NAUDANDA BRANCH,,1069380,,Dlytica NAUDANDA BRANCH,172.26.16.122,,99167B927E03FCB8B15004A3723362F0,,84F3533CD6F5F101321E4368D356567C,,11278,3.0,1,1015000,1.0,1,1068580,1068560,6.0,1,,5379,88681,,314,30,26644.0,,,1007181,1068960,,,,,,2.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:41:29,,,2024-08-07 07:01:23.859
,ATM348600,Dlytica NRB CHOWK POK,,1069760,,Dlytica NRB CHOWK POK,172.27.12.202,,E7B7FB7FF2653DD9DAB12313F701C0FA,,FFE7CF9AAD6124200A4633A146B04471,,11278,3.0,1,1015000,1.0,1,1068960,1068940,4.0,1,,5185,69561,,333,30,27690.0,,,1007075,1069340,,,,,,2.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:41:32,,,2024-08-07 07:01:23.859
,ATM165195,Dlytica LETANG BRANCH,,1073000,,Dlytica LETANG BRANCH,172.26.13.114,,F991F0BD31ECFA33448E354D8B31BF62,,1123834782CD278FE08177C22322C64C,,11227,3.0,1,1015040,1.0,3,1072200,1072180,4.0,1,,5343,66561,,495,30,77703.0,,,1007224,1072580,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:42:15,,,2024-08-07 07:01:23.859
,ATM125674,Dlytica PURWANCHAL ENGG,,1077220,,Dlytica PURWANCHAL ENGG,172.27.10.10,,9F9AA52DDEF0C88435E8FC71DEE49267,,6465BBE34457C72D0E75306A65098818,,21226,3.0,1,1015040,1.0,1,1076420,1076400,4.0,1,,5230,66761,,706,30,64224.0,,,1007023,1076800,,,,,,7.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:42:44,,,2024-08-07 07:01:23.859
,ATM100814,Dlytica SAGHARA BRANCH,,1088920,,Dlytica SAGHARA BRANCH,172.26.18.226,,79DBC3F224C183CF45A326478429F46B,,FEAC13E02B81A61715396BEE619081A8,,21226,3.0,1,1012040,1.0,1,1088520,1090100,6.0,1,,5432,67301,,817,30,13601.0,,1.0,,1086900,,,,,,2.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:42:47,,,2024-08-07 07:01:23.859
,ATM565492,Dlytica RAJBIRAJ BRANCH,,1073500,,Dlytica RAJBIRAJ BRANCH,172.26.14.138,,3C8BF78C499379D25C87928603E285C8,,0D10D14BA404DD579CDB9F365DB44CA2,,11227,3.0,1,1012040,1.0,3,1072700,1072680,4.0,1,,5419,67981,,520,30,55207.0,,,1007238,1073080,,,,,,5.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:43:28,,,2024-08-07 07:01:23.859
,ATM465371,Dlytica DADELDHURA BRANCH,,1072300,,Dlytica DADELDHURA BRANCH,172.26.10.162,,AEA53F1C61DCF391E31E55717E163A4C,,1DD8E76C37C0DA02984995290AD7B28B,,11227,3.0,1,1015044,1.0,3,1071500,1071480,6.0,1,,5213,71501,,460,30,23722.0,,,1007186,1071880,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:43:35,,,2024-08-07 07:01:23.859
,ATM275527,Dlytica BHANDARA BRANCH,,1073440,,Dlytica BHANDARA BRANCH,172.26.14.106,,C4772DFE6211D78AF501049ABF858853,,EE057FB8809C019E9AC9A7F52E49F557,,11227,3.0,1,1014920,1.0,3,1072640,1072620,4.0,1,,5175,68661,,517,30,30127.0,,,1007289,1073020,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:43:36,,,2024-08-07 07:01:23.859
,ATM935658,Dlytica SURKHET PRADESH SABHA,,1071780,,Dlytica SURKHET PRADESH SABHA,172.27.10.186,,C2F1A5725C7161F38BFC5F912A31C0A6,,BD25A95156D73B5100B29223A3D53760,,11227,3.0,1,1014480,1.0,3,1070980,1070960,4.0,1,,5460,71081,,434,30,44183.0,,,1007035,1071360,,,,,,11.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:44:15,,,2024-08-07 07:01:23.859
,ATM949317,Dlytica TOURISM MARKET BKT,,1074200,,Dlytica TOURISM MARKET BKT,172.27.11.106,,39CDB8B289FEAF86FD3C449B955C323C,,85B8E14AC6115BF534E7FE1E44A5D843,,11227,3.0,1,1015089,1.0,3,1073400,1073380,4.0,1,,5395,68561,,555,30,43968.0,,,1007053,1073780,,,,,,2.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:44:33,,,2024-08-07 07:01:23.859
,ATM857356,Dlytica BHATKYAPATI EXT CTR,,1072620,,Dlytica BHATKYAPATI EXT CTR,172.26.20.26,,723BD4AF3D0DE47C184337E5F244AA13,,519976C51EF0267986B02156D06C05AF,,11227,3.0,1,1014920,1.0,3,1071820,1071800,4.0,1,,5325,68821,,476,30,78872.0,,,1007039,1072200,,,,,,3.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:44:45,,,2024-08-07 07:01:23.859
,ATM700284,Dlytica BHOJPUR,,1076760,,Dlytica BHOJPUR,172.26.9.138,,0E66C5391B929640732E3E32CC33D2D2,,DEE7D1F83144BF9EDA81A3BF1C0F18F8,,9788,3.0,1,1015040,1.0,2,1075960,1075940,4.0,1,,5178,66041,,683,30,24248.0,,,1007116,1076340,,,,,,2.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:44:53,,,2024-08-07 07:01:23.859
,ATM744706,Dlytica EKANTAKUNA YATAYAT OFFICE,,1076440,,Dlytica EKANTAKUNA YATAYAT OFFICE,172.27.9.66,,F7C2C1BD6D17C106CCA387D7DB64DF55,,D24E12DD2CF39FA3621A335E1553F20C,,9788,3.0,1,1015089,1.0,2,1075640,1075620,4.0,1,,5395,68821,,667,30,13772.0,,,1007053,1076020,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:45:05,,,2024-08-07 07:01:23.859
,ATM454372,Dlytica BHIMPHEDI BRANCH,,1072180,,Dlytica BHIMPHEDI BRANCH,172.26.12.154,,879C4775E0DA4BA8FEE19C0D6A74D3E0,,EE7162D2E34DA63F66DDAD0C35E6AB61,,11227,3.0,1,1014920,1.0,3,1071380,1071360,4.0,1,,5177,88861,,454,30,33051.0,,,1007167,1071760,,,,,,2.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:45:43,,,2024-08-07 07:01:23.859
,ATM374433,Dlytica DILIBAZAR,,1074960,,Dlytica DILIBAZAR,172.26.11.154,,296C99653A60C91330CB2EC860D9F744,,91FCDCFCAC8B8447EF0590C4911536FD,,11227,3.0,1,1014920,1.0,3,1074160,1074140,4.0,1,,5236,68821,,593,30,100644.0,,,1007029,1074540,,,,,,,,,,,,,,,930015240014,,,150,2024-07-28T19:45:58,,,2024-08-07 07:01:23.859
,ATM411792,Dlytica DEVKOTA CHOWK BRANCH ATM II,,1096820,,Dlytica DEVKOTA CHOWK BRANCH ATM II,172.26.16.180,,5C90D7332F405622C10C187702ACD36C,,4500238B0D9B1DE000FD7816228E3AA6,,21226,3.0,1,1015020,1.0,1,1097180,1098760,6.0,1,,5222,70641,,935,30,11780.0,,1.0,,1095100,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:46:12,,,2024-08-07 07:01:23.859
,ATM429499,Dlytica KERABARI,,1076700,,Dlytica KERABARI,172.26.8.210,,225C0E89B69E0753A31B3F7F52BC2045,,21DB1E646F073440EDEBDF72F7FC4FDC,,9788,3.0,1,1015040,1.0,2,1075900,1075880,4.0,1,,5316,88581,,680,30,55501.0,,,1007128,1076280,,,,,,2.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:47:11,,,2024-08-07 07:01:23.859
,ATM289795,Dlytica KAPILVASTU EXT CTR,,1092200,,Dlytica KAPILVASTU EXT CTR,172.26.19.170,,62FFF2CB158140CB69243320C0F19E07,,AED8CBC78043FFB7E01DE310436C4600,,21226,3.0,1,1015020,1.0,1,1091800,1093380,6.0,1,,5470,70301,,873,30,11744.0,,1.0,,1090180,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:47:20,,,2024-08-07 07:01:23.859
,ATM176251,Dlytica SHISAHANIYA BRANCH,,1074000,,Dlytica SHISAHANIYA BRANCH,172.26.15.106,,7972F76A9AC636E2F7F7FAAF3E62ABF9,,9129B2AD9EE0870282AA748D502753BF,,11227,3.0,1,1015020,1.0,3,1073200,1073180,4.0,1,,5448,68661,,545,30,58255.0,,,1007212,1073580,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:47:24,,,2024-08-07 07:01:23.859
,ATM751416,Dlytica POKHARA WRC GATE,,1076740,,Dlytica POKHARA WRC GATE,172.27.13.210,,7FD0C46C832CB448A44D613F16EA05C9,,82C90D24F87BBA60F664B4820F418878,,11227,3.0,1,1015000,1.0,3,1075940,1075920,6.0,1,,5408,69561,,682,30,22943.0,,,1007016,1076320,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:47:28,,,2024-08-07 07:01:23.859
,ATM444409,Dlytica THANKOT,,1071160,,Dlytica THANKOT,172.26.7.2,,FDADA45A3D6B727B18ABAEED87353143,,6691CA69B28511C73FAFB595C3562D65,,9788,3.0,1,1014920,1.0,2,1070360,1070340,6.0,1,,5474,68821,,403,30,79506.0,,,1007047,1070740,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:47:29,,,2024-08-07 07:01:23.859
,ATM100808,Dlytica BUTWAL TRANSPORT OFFICE,,1092360,,Dlytica BUTWAL TRANSPORT OFFICE,172.27.14.138,,7C014828D56791B0C8A7EBDAEF1A899F,,3528AC38702EE7019144040EC3343374,,21226,3.0,1,1015020,1.0,1,1091960,1093540,6.0,1,,5166,70581,,882,30,17202.0,,1.0,,1090340,,,,,,10.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:47:55,,,2024-08-07 07:01:23.859
,ATM844850,Dlytica TRIPURESWOR BRANCH,,1070420,,Dlytica TRIPURESWOR BRANCH,172.26.11.2,,BEC3B69FC324C820A957B297BC3EAA3C,,1C5476A0189A16FE1F37838440D98A6F,,11278,3.0,1,1014920,1.0,1,1069620,1069600,6.0,1,,5482,68821,,366,30,87713.0,,,1007001,1070000,,,,,,3.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:48:09,,,2024-08-07 07:01:23.859
,ATM672487,Dlytica SUNWAL BRANCH,,1072400,,Dlytica SUNWAL BRANCH,172.26.10.242,,BC2BF4215BE2291BEBA0E4AA268621C1,,5906300D37E67EC181E3D9115585A623,,11227,3.0,1,1015020,1.0,3,1071600,1071580,6.0,1,,5459,70481,,465,30,65374.0,,,1007206,1071980,,,,,,5.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:48:26,,,2024-08-07 07:01:23.859
,ATM978367,Dlytica PURANO THIMI BRANCH,,1071900,,Dlytica PURANO THIMI BRANCH,172.26.13.26,,BF0AD9B5C7035425AD11D18882DD1A67,,1054DABD2D5CD258713ABD009CD35E0E,,11227,3.0,1,1014920,1.0,3,1071100,1071080,4.0,1,,5415,68561,,440,30,62381.0,,,1007171,1071480,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:48:38,,,2024-08-07 07:01:23.859
,ATM893811,Dlytica BAILBAS BRANCH,,1074020,,Dlytica BAILBAS BRANCH,172.26.14.218,,92F66FDD7936257B4F1504A2C1AFD748,,8095F7D6AFA87BCE38E617021A3C367A,,11227,3.0,1,1012040,1.0,3,1073220,1073200,4.0,1,,5141,68181,,546,30,43215.0,,,1007272,1073600,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:48:49,,,2024-08-07 07:01:23.859
,ATM241335,Dlytica SANISCHARE BRANCH,,1078220,,Dlytica SANISCHARE BRANCH,172.26.10.122,,F208D83A847B5FA9271907E31EF01089,,0934C1C3DC353EE6F35FB47CD23D5D8B,,11227,3.0,1,1015040,1.0,3,1077420,1077400,4.0,1,,5441,66301,,756,30,106019.0,,,1007204,1077800,,,,,,3.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:49:35,,,2024-08-07 07:01:23.859
,ATM655235,Dlytica BISHAL BAZAR,,1070940,,Dlytica BISHAL BAZAR,172.26.6.146,,892C40618E90737856DAC4A38E4AF4BD,,0B4ADF3F4658EE6C989F8AB4AC483935,,11278,3.0,1,1014920,1.0,1,1070140,1070120,4.0,1,,5385,68821,,392,30,95746.0,,,1007030,1070520,,,,,,3.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:50:08,,,2024-08-07 07:01:23.859
,ATM898630,Dlytica GALCHI,,1077900,,Dlytica GALCHI,172.26.10.50,,FBF71144D668AD52DE7773936339E7BD,,D20A6A7078C8B6E13466A72FB5406B81,,11227,3.0,1,1014920,1.0,3,1077100,1077080,4.0,1,,5257,88781,,740,30,31935.0,,,1007205,1077480,,,,,,3.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:50:26,,,2024-08-07 07:01:23.859
,ATM695384,Dlytica Bansgadhi,,1076220,,Dlytica Bansgadhi,172.26.8.154,,026E46FBEFC3F1EFBA479B2B327095DE,,6BB4814F7F5496F696833A388709639E,,21226,3.0,1,1015020,1.0,1,1075420,1075400,6.0,1,,5155,70141,,656,30,101534.0,,,1007097,1075800,,,,,,3.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:50:30,,,2024-08-07 07:01:23.859
,ATM642656,Dlytica BARJU BRANCH,,1086120,,Dlytica BARJU BRANCH,172.26.18.74,,4717BC736B5F8EF975158FCE4BFC501E,,DE55EE460A4E47EB06A2DF1D623C9AA6,,21226,3.0,1,1015040,1.0,1,1085720,1087300,6.0,1,,5159,66741,,804,30,14781.0,,1.0,,1084100,,,,,,25.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:50:33,,,2024-08-07 07:01:23.859
,ATM390092,Dlytica CHARALI JHAPA,,1098920,,Dlytica CHARALI JHAPA,172.27.15.242,,16943AA68B495454BFE5AE921FDA4EB3,,A01CA9556A4AC0A04CCE98B754D493E5,,21226,3.0,1,1015040,1.0,1,1099720,1101300,6.0,1,,5232,88981,,960,30,26299.0,,1.0,,1097300,,,,,,10.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:50:47,,,2024-08-07 07:01:23.859
,ATM469808,Dlytica KAWASOTI,,1075400,,Dlytica KAWASOTI,172.26.7.250,,A474B9287670173FCAAB26AD529D7836,,435406C63736AD8053B74B9E6378D6DA,,9788,3.0,1,1015000,1.0,2,1074600,1074580,4.0,1,,5314,69681,,615,30,43636.0,,,1007076,1074980,,,,,,2.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:50:51,,,2024-08-07 07:01:23.859
,ATM975977,Dlytica BAJHANG,,1076820,,Dlytica BAJHANG,172.26.9.162,,03FE029E4DE115DD99346F111DFA84CB,,D0AAC0D78EC3021447C1AB595CD994D4,,9788,3.0,1,1015044,1.0,2,1076020,1076000,6.0,1,,5142,71381,,686,30,29336.0,,,1007113,1076400,,,,,,2.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:51:22,,,2024-08-07 07:01:23.859
,ATM837550,Dlytica KIRTIPUR BRANCH ATM III,,1074940,,Dlytica KIRTIPUR BRANCH ATM III,172.26.6.182,,DCC4E3F72AA13BD07F8F4A693981A3BA,,1CB87D8E7B85CA0E9FF710248AE41007,,11278,3.0,1,1014920,1.0,1,1074140,1074120,4.0,1,,5325,68821,,592,30,96911.0,,,1007039,1074520,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:51:59,,,2024-08-07 07:01:23.859
,ATM161325,Dlytica BUDHABARE,,1075220,,Dlytica BUDHABARE,172.26.7.218,,21B3CBF4E6EDDF3913BDE1726BCD2A48,,DF1948CDE4F3EB8BD09BEC1E9ECFF6A5,,9788,3.0,1,1015040,1.0,2,1074420,1074400,4.0,1,,5195,88981,,606,30,63141.0,,,1007085,1074800,,,,,,0.0,4.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:52:07,,,2024-08-07 07:01:23.859
,ATM617612,Dlytica DIPNAGAR BRANCH,,1073900,,Dlytica DIPNAGAR BRANCH,172.26.14.210,,5F5650305E2C7971B1BA38ED6DFB268E,,60D8AB2EFBBF1B2B5CD4E3F4999782D0,,11227,3.0,1,1015020,1.0,3,1073100,1073080,4.0,1,,5240,70581,,540,30,130578.0,,,1007360,1073480,,,,,,,,,,,,,,,930015240014,,,150,2024-07-28T19:52:11,,,2024-08-07 07:01:23.859
,ATM560165,Dlytica YATAYAT OFFICE BRT,,1091560,,Dlytica YATAYAT OFFICE BRT,172.27.14.114,,3F09B2DDC6A6C3195120F6B8098C6317,,B48FC41A27F70831A26C945C9F26BB49,,21226,3.0,1,1015040,1.0,1,1091160,1092740,6.0,1,,5467,71401,,841,30,27427.0,,1.0,,1089540,,,,,,1.0,0.0,0.0,0.0,,,,,,930015240014,,,150,2024-07-28T19:52:29,,,2024-08-07 07:01:23.859
